start;end;shorthand;extended;majmin;majmin_inv
1.000;1.250;"C:min";"C:(b3,5)";"C:min";"C:min"
1.250;1.500;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
1.500;1.750;"C:min/Eb";"C:(b3,5)/Eb";"C:min";"C:min/Eb"
1.750;1.999;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
2.000;2.250;"F:min";"F:(b3,5)";"F:min";"F:min"
2.250;2.500;"D:hdim7";"D:(b3,b5,b7)";"D:min";"D:min"
2.500;2.999;"C:min";"C:(b3,5)";"C:min";"C:min"
3.000;3.250;"Db:maj";"Db:(3,5)";"Db:maj";"Db:maj"
3.250;3.500;"Ab:maj/C";"Ab:(3,5)/C";"Ab:maj";"Ab:maj/C"
3.500;3.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
4.000;4.250;"Ab:maj";"Ab:(3,5)";"Ab:maj";"Ab:maj"
4.250;4.500;"Db:maj/F";"Db:(3,5)/F";"Db:maj";"Db:maj/F"
4.500;4.750;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
4.750;4.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
5.000;5.999;"C:min";"C:(b3,5)";"C:min";"C:min"
6.000;6.250;"C:min";"C:(b3,5)";"C:min";"C:min"
6.250;6.500;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
6.500;6.999;"C:min";"C:(b3,5)";"C:min";"C:min"
7.000;7.250;"C:7/Bb";"C:(3,5,b7)/Bb";"C:maj";"C:maj/Bb"
7.250;7.500;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
7.500;7.999;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
8.000;8.500;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
8.500;8.999;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
9.000;9.999;"C:min";"C:(b3,5)";"C:min";"C:min"
10.000;10.250;"C:min";"C:(b3,5)";"C:min";"C:min"
10.250;10.500;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
10.500;10.999;"C:min";"C:(b3,5)";"C:min";"C:min"
11.000;11.250;"C:7/Bb";"C:(3,5,b7)/Bb";"C:maj";"C:maj/Bb"
11.250;11.500;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
11.500;11.999;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
12.000;14.250;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
14.250;14.500;"Bb:(3,5,b7,b9)/Ab";"Bb:(3,5,b7,b9)/Ab";"Bb:maj";"Bb:maj/Ab"
14.500;14.750;"Eb:maj/G";"Eb:(3,5)/G";"Eb:maj";"Eb:maj/G"
14.750;14.875;"Ab:maj/C";"Ab:(3,5)/C";"Ab:maj";"Ab:maj/C"
14.875;14.999;"Ab:min/Cb";"Ab:(b3,5)/Cb";"Ab:min";"Ab:min/Cb"
15.000;15.250;"Eb:maj/Bb";"Eb:(3,5)/Bb";"Eb:maj";"Eb:maj/Bb"
15.250;15.500;"Bb:7";"Bb:(3,5,b7)";"Bb:maj";"Bb:maj"
15.500;15.750;"Eb:maj";"Eb:(3,5)";"Eb:maj";"Eb:maj"
15.750;15.999;"Bb:aug/D";"Bb:(3,#5)/D";"Bb:maj";"Bb:maj/D"
16.000;16.250;"Eb:maj";"Eb:(3,5)";"Eb:maj";"Eb:maj"
16.250;16.500;"Bb:aug/D";"Bb:(3,#5)/D";"Bb:maj";"Bb:maj/D"
16.500;16.750;"Eb:maj";"Eb:(3,5)";"Eb:maj";"Eb:maj"
16.750;16.999;"Bb:aug/D";"Bb:(3,#5)/D";"Bb:maj";"Bb:maj/D"
17.000;17.250;"Eb:maj";"Eb:(3,5)";"Eb:maj";"Eb:maj"
17.250;17.500;"Bb:aug/D";"Bb:(3,#5)/D";"Bb:maj";"Bb:maj/D"
17.500;17.750;"Eb:maj";"Eb:(3,5)";"Eb:maj";"Eb:maj"
17.750;17.999;"Bb:aug/D";"Bb:(3,#5)/D";"Bb:maj";"Bb:maj/D"
18.000;18.250;"Eb:maj";"Eb:(3,5)";"Eb:maj";"Eb:maj"
18.250;18.500;"G:(3,5,b7,b9)/F";"G:(3,5,b7,b9)/F";"G:maj";"G:maj/F"
18.500;18.750;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
18.750;18.999;"G:(3,5,b7,b9)/F";"G:(3,5,b7,b9)/F";"G:maj";"G:maj/F"
19.000;19.750;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
19.750;19.999;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
20.000;20.250;"F:maj";"F:(3,5)";"F:maj";"F:maj"
20.250;20.500;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
20.500;20.750;"F:maj";"F:(3,5)";"F:maj";"F:maj"
20.750;20.999;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
21.000;21.250;"F:maj";"F:(3,5)";"F:maj";"F:maj"
21.250;21.500;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
21.500;21.750;"F:maj";"F:(3,5)";"F:maj";"F:maj"
21.750;21.999;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
22.000;22.250;"F:maj";"F:(3,5)";"F:maj";"F:maj"
22.250;22.500;"C#:dim7/G";"C#:(b3,b5,bb7)/G";"C#:min";"C#:min/G"
22.500;22.750;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
22.750;22.999;"C:min/Eb";"C:(b3,5)/Eb";"C:min";"C:min/Eb"
23.000;23.500;"D:maj";"D:(3,5)";"D:maj";"D:maj"
23.500;23.750;"D:min";"D:(b3,5)";"D:min";"D:min"
23.750;23.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
24.000;24.250;"Ab:maj";"Ab:(3,5)";"Ab:maj";"Ab:maj"
24.250;24.500;"C:min/Eb";"C:(b3,5)/Eb";"C:min";"C:min/Eb"
24.500;24.750;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
24.750;24.999;"G:maj";"G:(3,5)";"G:maj";"G:maj"
25.000;25.250;"C:min";"C:(b3,5)";"C:min";"C:min"
25.250;25.500;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
25.500;25.999;"C:min";"C:(b3,5)";"C:min";"C:min"
26.000;26.250;"C:7/Bb";"C:(3,5,b7)/Bb";"C:maj";"C:maj/Bb"
26.250;26.500;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
26.500;26.999;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
27.000;27.500;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
27.500;27.999;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
28.000;28.750;"C:min";"C:(b3,5)";"C:min";"C:min"
28.750;28.999;"C:7/Bb";"C:(3,5,b7)/Bb";"C:maj";"C:maj/Bb"
29.000;29.250;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
29.250;29.500;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
29.500;29.750;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
29.750;29.999;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
30.000;30.250;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
30.250;30.500;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
30.500;30.750;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
30.750;30.999;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
31.000;31.500;"F:min";"F:(b3,5)";"F:min";"F:min"
31.500;31.750;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
31.750;31.999;"D:hdim7/Ab";"D:(b3,b5,b7)/Ab";"D:min";"D:min/Ab"
32.000;32.500;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
32.500;32.999;"G:maj";"G:(3,5)";"G:maj";"G:maj"
33.000;33.999;"C:7/Bb";"C:(3,5,b7)/Bb";"C:maj";"C:maj/Bb"
34.000;34.250;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
34.250;34.500;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
34.500;34.750;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
34.750;34.999;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
35.000;35.250;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
35.250;35.500;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
35.500;35.750;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
35.750;35.999;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
36.000;36.250;"F:min/Ab";"F:(b3,5)/Ab";"F:min";"F:min/Ab"
36.250;36.500;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
36.500;36.999;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
37.000;37.500;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
37.500;37.999;"G:maj";"G:(3,5)";"G:maj";"G:maj"
38.000;38.250;"C:min";"C:(b3,5)";"C:min";"C:min"
38.250;38.500;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
38.500;38.750;"C:min/Eb";"C:(b3,5)/Eb";"C:min";"C:min/Eb"
38.750;38.999;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
39.000;39.250;"F:min";"F:(b3,5)";"F:min";"F:min"
39.250;39.500;"D:hdim7";"D:(b3,b5,b7)";"D:min";"D:min"
39.500;39.999;"C:min";"C:(b3,5)";"C:min";"C:min"
40.000;40.250;"Db:maj";"Db:(3,5)";"Db:maj";"Db:maj"
40.250;40.500;"Ab:maj/C";"Ab:(3,5)/C";"Ab:maj";"Ab:maj/C"
40.500;40.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
41.000;41.250;"Ab:maj";"Ab:(3,5)";"Ab:maj";"Ab:maj"
41.250;41.500;"F:min";"F:(b3,5)";"F:min";"F:min"
41.500;41.750;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
41.750;41.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
42.000;43.999;"C:min";"C:(b3,5)";"C:min";"C:min"
