start;end;shorthand;extended;majmin;majmin_inv
0.833;2.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
3.000;3.999;"C#:7/G#";"C#:(3,5,b7)/G#";"C#:maj";"C#:maj/G#"
4.000;4.500;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
4.500;4.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
5.000;5.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
6.000;7.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
8.000;8.833;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
8.833;9.999;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
10.000;10.999;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
11.000;11.666;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
11.666;11.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
12.000;12.666;"A:maj";"A:(3,5)";"A:maj";"A:maj"
12.666;12.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
13.000;13.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
14.000;15.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
16.000;17.833;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
17.833;17.999;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
18.000;18.999;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
19.000;19.500;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
19.500;19.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
20.000;20.500;"A:maj";"A:(3,5)";"A:maj";"A:maj"
20.500;20.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
21.000;21.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
22.000;23.999;"A:min";"A:(b3,5)";"A:min";"A:min"
24.000;25.999;"E:maj";"E:(3,5)";"E:maj";"E:maj"
26.000;26.833;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
26.833;26.999;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
27.000;27.999;"E:maj";"E:(3,5)";"E:maj";"E:maj"
28.000;28.500;"F#:min7/E";"F#:(b3,5,b7)/E";"F#:min";"F#:min/E"
28.500;28.999;"E:dim7";"E:(b3,b5,bb7)";"E:min";"E:min"
29.000;29.999;"E:maj";"E:(3,5)";"E:maj";"E:maj"
30.000;30.999;"E:aug";"E:(3,#5)";"E:maj";"E:maj"
31.000;32.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
33.000;34.833;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
34.833;34.999;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
35.000;35.999;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
36.000;36.666;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
36.666;36.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
37.000;37.500;"A:maj";"A:(3,5)";"A:maj";"A:maj"
37.500;37.999;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
38.000;38.999;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
39.000;39.500;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
39.500;39.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
40.000;40.500;"A:maj";"A:(3,5)";"A:maj";"A:maj"
40.500;40.999;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
41.000;43.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
