start;end;shorthand;extended;majmin;majmin_inv
1.000;2.999;"B:min";"B:(b3,5)";"B:min";"B:min"
3.000;3.999;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
4.000;4.999;"B:min";"B:(b3,5)";"B:min";"B:min"
5.000;5.999;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
6.000;9.500;"B:min";"B:(b3,5)";"B:min";"B:min"
9.500;9.999;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
10.000;13.500;"B:min";"B:(b3,5)";"B:min";"B:min"
13.500;13.999;"C#:hdim7/B";"C#:(b3,b5,b7)/B";"C#:min";"C#:min/B"
14.000;14.999;"B:min";"B:(b3,5)";"B:min";"B:min"
15.000;15.999;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
16.000;16.500;"B:min";"B:(b3,5)";"B:min";"B:min"
16.500;16.750;"C#:(3,5,b7,b9)";"C#:(3,5,b7,b9)";"C#:maj";"C#:maj"
16.750;16.999;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
17.000;17.999;"C#:(3,b5,b7)";"C#:(3,b5,b7)";"C#:maj";"C#:maj"
18.000;18.999;"F#:(3,5,b9)";"F#:(3,5,b9)";"F#:maj";"F#:maj"
19.000;19.999;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
20.000;20.500;"B:min";"B:(b3,5)";"B:min";"B:min"
20.500;20.750;"C#:(3,5,b7,b9)";"C#:(3,5,b7,b9)";"C#:maj";"C#:maj"
20.750;20.999;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
21.000;21.999;"C#:(b5,b7)";"C#:(b5,b7)";"C#:maj";"C#:maj"
22.000;23.999;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
24.000;24.999;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
25.000;25.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
26.000;26.999;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
27.000;27.999;"A:maj";"A:(3,5)";"A:maj";"A:maj"
28.000;28.250;"A:maj";"A:(3,5)";"A:maj";"A:maj"
28.250;28.500;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
28.500;28.750;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
28.750;28.999;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
29.000;29.500;"G:maj";"G:(3,5)";"G:maj";"G:maj"
29.500;29.750;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
29.750;29.999;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
30.000;30.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
31.000;31.750;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
31.750;31.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
32.000;32.750;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
32.750;32.999;"C#:(b5,b7)/G";"C#:(b5,b7)/G";"C#:maj";"C#:maj/G"
33.000;33.750;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
33.750;33.999;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
34.000;34.750;"B:min";"B:(b3,5)";"B:min";"B:min"
34.750;34.999;"C#:7/E#";"C#:(3,5,b7)/E#";"C#:maj";"C#:maj/E#"
35.000;35.500;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
35.500;35.999;"B:min";"B:(b3,5)";"B:min";"B:min"
36.000;36.999;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
37.000;37.999;"G:maj";"G:(3,5)";"G:maj";"G:maj"
38.000;38.999;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
39.000;40.250;"A:maj";"A:(3,5)";"A:maj";"A:maj"
40.250;40.500;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
40.500;40.750;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
40.750;40.999;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
41.000;41.500;"G:maj";"G:(3,5)";"G:maj";"G:maj"
41.500;41.750;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
41.750;41.999;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
42.000;42.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
43.000;43.750;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
43.750;43.999;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
44.000;44.750;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
44.750;44.999;"C#:(b5,b7)/G";"C#:(b5,b7)/G";"C#:maj";"C#:maj/G"
45.000;45.750;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
45.750;45.999;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
46.000;48.999;"B:min";"B:(b3,5)";"B:min";"B:min"
