start;end;shorthand;extended;majmin;majmin_inv
1.000;2.750;"D:min";"D:(b3,5)";"D:min";"D:min"
2.750;2.999;"C#:dim7/D";"C#:(b3,b5,bb7)/D";"C#:min";"C#:min/D"
3.000;3.750;"D:min";"D:(b3,5)";"D:min";"D:min"
3.750;3.999;"C#:dim7/D";"C#:(b3,b5,bb7)/D";"C#:min";"C#:min/D"
4.000;4.750;"D:min";"D:(b3,5)";"D:min";"D:min"
4.750;4.999;"G:min";"G:(b3,5)";"G:min";"G:min"
5.000;5.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
5.500;5.999;"G:min7/Bb";"G:(b3,5,b7)/Bb";"G:min";"G:min/Bb"
6.000;6.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
6.500;6.999;"A";"A:(3,5)";"A:maj";"A:maj"
7.000;7.999;"D:min";"D:(b3,5)";"D:min";"D:min"
8.000;8.999;"D:min";"D:(b3,5)";"D:min";"D:min"
9.000;9.999;"E:hdim7/D";"E:(b3,b5,b7)/D";"E:min";"E:min/D"
10.000;10.500;"D:min";"D:(b3,5)";"D:min";"D:min"
10.500;10.750;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
10.750;10.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
11.000;11.999;"D:min";"D:(b3,5)";"D:min";"D:min"
12.000;12.999;"D:min";"D:(b3,5)";"D:min";"D:min"
13.000;13.999;"E:hdim7/D";"E:(b3,b5,b7)/D";"E:min";"E:min/D"
14.000;14.500;"D:min";"D:(b3,5)";"D:min";"D:min"
14.500;14.750;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
14.750;14.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
15.000;15.500;"D:min";"D:(b3,5)";"D:min";"D:min"
15.500;15.750;"C/E";"C:(3,5)/E";"C:maj";"C:maj/E"
15.750;15.999;"C:7";"C:(3,b7)";"C:maj";"C:maj"
16.000;16.500;"F";"F:(3,5)";"F:maj";"F:maj"
16.500;16.750;"D:min";"D:(b3,5)";"D:min";"D:min"
16.750;16.999;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
17.000;17.750;"C";"C:(3,5)";"C:maj";"C:maj"
17.750;17.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
18.000;18.250;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
18.250;18.500;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
18.500;18.999;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
19.000;19.500;"F";"F:(3,5)";"F:maj";"F:maj"
19.500;19.750;"E:dim7/F";"E:(b3,b5,bb7)/F";"E:min";"E:min/F"
19.750;19.999;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
20.000;20.500;"Bb";"Bb:(3,5)";"Bb:maj";"Bb:maj"
20.500;20.750;"G:min";"G:(b3,5)";"G:min";"G:min"
20.750;20.999;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
21.000;21.750;"F";"F:(3,5)";"F:maj";"F:maj"
21.750;21.999;"Bb/D";"Bb:(3,5)/D";"Bb:maj";"Bb:maj/D"
22.000;22.250;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
22.250;22.500;"Bb/D";"Bb:(3,5)/D";"Bb:maj";"Bb:maj/D"
22.500;22.999;"F";"F:(3,5)";"F:maj";"F:maj"
23.000;23.999;"Bb";"Bb:(3,5)";"Bb:maj";"Bb:maj"
24.000;24.999;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
25.000;25.999;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
26.000;26.999;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
27.000;27.750;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
27.750;27.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
28.000;28.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
28.500;28.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
29.000;29.999;"D:min";"D:(b3,5)";"D:min";"D:min"
30.000;30.999;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
31.000;31.750;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
31.750;31.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
32.000;32.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
32.500;32.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
33.000;34.750;"D:min";"D:(b3,5)";"D:min";"D:min"
34.750;34.999;"C#:dim7/D";"C#:(b3,b5,bb7)/D";"C#:min";"C#:min/D"
35.000;36.750;"D:min";"D:(b3,5)";"D:min";"D:min"
36.750;36.999;"G:min";"G:(b3,5)";"G:min";"G:min"
37.000;37.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
37.500;37.999;"G:min7/Bb";"G:(b3,5,b7)/Bb";"G:min";"G:min/Bb"
38.000;38.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
38.500;38.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
39.000;39.999;"D:min";"D:(b3,5)";"D:min";"D:min"
40.000;40.999;"D:min";"D:(b3,5)";"D:min";"D:min"
41.000;41.999;"E:hdim7/D";"E:(b3,b5,b7)/D";"E:min";"E:min/D"
42.000;42.500;"D:min";"D:(b3,5)";"D:min";"D:min"
42.500;42.750;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
42.750;42.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
43.000;43.999;"D:min";"D:(b3,5)";"D:min";"D:min"
44.000;44.999;"D:min";"D:(b3,5)";"D:min";"D:min"
45.000;45.999;"E:hdim7/D";"E:(b3,b5,b7)/D";"E:min";"E:min/D"
46.000;46.500;"D:min";"D:(b3,5)";"D:min";"D:min"
46.500;46.750;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
46.750;46.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
47.000;47.500;"D:min";"D:(b3,5)";"D:min";"D:min"
47.500;47.750;"C/E";"C:(3,5)/E";"C:maj";"C:maj/E"
47.750;47.999;"C:7";"C:(3,b7)";"C:maj";"C:maj"
48.000;48.500;"F";"F:(3,5)";"F:maj";"F:maj"
48.500;48.750;"D:min";"D:(b3,5)";"D:min";"D:min"
48.750;48.999;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
49.000;49.750;"C";"C:(3,5)";"C:maj";"C:maj"
49.750;49.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
50.000;50.250;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
50.250;50.500;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
50.500;50.999;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
51.000;51.500;"F";"F:(3,5)";"F:maj";"F:maj"
51.500;51.750;"E:dim7/F";"E:(b3,b5,bb7)/F";"E:min";"E:min/F"
51.750;51.999;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
52.000;52.500;"Bb";"Bb:(3,5)";"Bb:maj";"Bb:maj"
52.500;52.750;"G:min";"G:(b3,5)";"G:min";"G:min"
52.750;52.999;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
53.000;53.750;"F";"F:(3,5)";"F:maj";"F:maj"
53.750;53.999;"Bb/D";"Bb:(3,5)/D";"Bb:maj";"Bb:maj/D"
54.000;54.250;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
54.250;54.500;"Bb/D";"Bb:(3,5)/D";"Bb:maj";"Bb:maj/D"
54.500;54.999;"F";"F:(3,5)";"F:maj";"F:maj"
55.000;55.999;"Bb";"Bb:(3,5)";"Bb:maj";"Bb:maj"
56.000;56.999;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
57.000;57.999;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
58.000;58.999;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
59.000;59.750;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
59.750;59.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
