jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
isophonics_222.jams,Eleanor Rigby,The Beatles,Revolver,02,127.667,28/10/2022,b2090aa0-a2d1-46b9-9f42-2aa3fc329039,GBUM72202564,1988498427.0,https://www.deezer.com/track/1988498427,https://music.youtube.com/watch?v=wbxTlxuECJA,
isophonics_275.jams,Play The Game,Queen,Greatest Hits I,13,213.307,01/01/2011,fd69655e-91e3-42d5-8cb5-27e3a3784067,GBUM71029615,67503804.0,https://www.deezer.com/track/67503804,https://music.youtube.com/watch?v=Dr0Gf6OzdBM,
isophonics_22.jams,Mr Morgan,Zweieck,Zwielicht,09,183.133,,,,,,https://music.youtube.com/watch?v=vAH2kcvhCbk,
isophonics_234.jams,Good Night,The Beatles,The Beatles CD2,13,191.8,24/12/2015,bf3bffd9-a15f-4799-99a3-8e9ea5bc33b3,GBAYE0601673,116348250.0,https://www.deezer.com/track/116348250,https://music.youtube.com/watch?v=Qp_djIuQ2Cw,
isophonics_75.jams,Don't Bother Me,The Beatles,With the Beatles,04,149.373,11/12/2014,74cc5d91-5f5a-4079-84fb-e84f936e67cb,GBAYE0601427,116348702.0,https://www.deezer.com/track/116348702,https://music.youtube.com/watch?v=k03IQbaTcxc,
isophonics_166.jams,Nowhere Man,The Beatles,Rubber Soul,04,164.307,24/12/2015,,GBAYE0601482,116348258.0,https://www.deezer.com/track/116348258,https://music.youtube.com/watch?v=8scSwaKbE64,
isophonics_189.jams,Lucy In The Sky With Diamonds,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,03,208.44,24/12/2015,aefed410-5c42-4194-b577-29dd6aa31841,GBAYE0601509,116348674.0,https://www.deezer.com/track/116348674,https://music.youtube.com/watch?v=naoknj1ebqI,
isophonics_218.jams,Taxman,The Beatles,Revolver,01,159.0,24/12/2015,5c629e30-6909-4f06-978c-28339a10c34a,GBAYE0601493,116348398.0,https://www.deezer.com/track/116348398,https://music.youtube.com/watch?v=xYCntCKHy6I,
isophonics_131.jams,You Never Give Me Your Money,The Beatles,Abbey Road,09,242.4,24/12/2015,15832e20-4273-47f9-8fe8-1d99de5867fa,GBAYE0601698,116348468.0,https://www.deezer.com/track/116348468,https://music.youtube.com/watch?v=BpndGZ71yww,
isophonics_127.jams,The End,The Beatles,Abbey Road,16,139.827,24/12/2015,,GBAYE0601705,116348482.0,https://www.deezer.com/track/116348482,https://music.youtube.com/watch?v=12R4FzIhdoQ,
