jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
schubert-winterreise-audio_170.jams,Gefrorne Tränen,Charles SpencerandThomas Quasthoff,Winterreise,3,140.97,,143a01f4-1916-40b3-a802-d58e941045f3,,,,https://music.youtube.com/watch?v=qT6dozgg6Qw,
schubert-winterreise-audio_127.jams,Rückblick,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,B2,149.21,,d3338301-3572-406e-a8e5-257d2524410b,,,,https://music.youtube.com/watch?v=BZBUDmSLHYE,
schubert-winterreise-audio_131.jams,Einsamkeit,Daniel BarenboimandDietrich Fischer-Dieskau,Lieder,1,166.87,,d82cdaa9-460e-4817-ba98-53e202ef55d7,,,,https://music.youtube.com/watch?v=OW8C8yVa9nk,
schubert-winterreise-audio_166.jams,Die Nebensonnen,Bert van den BrinkandThomas Oliemans,Journey for One: A Winterreise Fantasy for Solo Piano,23,170.15,,d31d3a13-1625-4883-8cb8-128a779a884b,,,,https://music.youtube.com/watch?v=MyrWaInuMhA,
schubert-winterreise-audio_189.jams,Muth,Charles SpencerandThomas Quasthoff,Stimulus,2,78.47,,1c22d994-bbc8-4779-be98-08d534245efe,,,,https://music.youtube.com/watch?v=Tm1C3SJ-nxA,
schubert-winterreise-audio_21.jams,Muth,Hanns-Udo MullerandGerhard Husch,"Schubert: Die schöne Müllerin, D.795",,79.69,,,,,,https://music.youtube.com/watch?v=oO2Sf3kgl4c,
schubert-winterreise-audio_99.jams,Erstarrung,Jorg DemusandDietrich Fischer-Dieskau,Winterreise,4,178.03,,0e649304-c249-451b-bc94-7b9ef49357f3,,,,https://music.youtube.com/watch?v=nm_3jTcnBOw,
schubert-winterreise-audio_76.jams,Der Lindenbaum,Gerald MooreandDietrich Fischer-Dieskau,Lieder: Der Wanderer / Der Lindenbaum / Die Forelle / Heidenröslein / Erlkönig / Der Musensohn,12,288.37,,2ebdb611-b8af-43d1-8f5d-44c781def0e5,,,,https://music.youtube.com/watch?v=AoW9MHspVs8,
schubert-winterreise-audio_2.jams,Gefrorne Tränen,Hanns-Udo MullerandGerhard Husch,Winterreise,3,150.33,,143a01f4-1916-40b3-a802-d58e941045f3,,,,https://music.youtube.com/watch?v=Eh7B5vrYJ6Y,
schubert-winterreise-audio_60.jams,Die Post,Roger VignolesandThomas Allen,Don't Think Twice,7,124.23,,ad996331-9b74-4276-9ad6-2f490eb249ee,,,,https://music.youtube.com/watch?v=n9DmdAwUbxc,
schubert-winterreise-audio_37.jams,Der greise Kopf,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,14,149.34,,0e05f36e-de62-4832-bf79-f92b1283b5c9,,,,https://music.youtube.com/watch?v=YXateuv2dc8,
schubert-winterreise-audio_40.jams,Im Dorfe,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,17,190.54,,8f7ba063-3110-40c5-82fd-cb4d6226ade1,,,,https://music.youtube.com/watch?v=y_NnTs4_W5s,
schubert-winterreise-audio_193.jams,Die Wetterfahne,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,2,107.47,,3292a409-2b6d-437e-9997-ce841832eb86,,,,https://music.youtube.com/watch?v=yvhW-uXlswM,
schubert-winterreise-audio_202.jams,Frühlingstraum,Ulrich EisenlohrandRoman Trekel,Schubert: Lied Edition  1 - Winterreise,,273.56,,,,,,https://music.youtube.com/watch?v=J82N1n_rfYg,
schubert-winterreise-audio_17.jams,Der stürmische Morgen,Hanns-Udo MullerandGerhard Husch,Journey for One: A Winterreise Fantasy for Solo Piano,18,47.65,,4c0afb5e-1f3d-4937-b7e7-c28a08e883da,,,,https://music.youtube.com/watch?v=OASQsP7t48E,
schubert-winterreise-audio_214.jams,Die Nebensonnen,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,23,199.33,,d31d3a13-1625-4883-8cb8-128a779a884b,,,,https://music.youtube.com/watch?v=nkhuzv2t5hI,
schubert-winterreise-audio_56.jams,Irrlicht,Roger VignolesandThomas Allen,Tag und Nacht,16,161.43,,0a54d004-c9c2-4498-ab06-a4d2f0587df8,,,,https://music.youtube.com/watch?v=Fstd8vav2ZI,
schubert-winterreise-audio_185.jams,Der stürmische Morgen,Charles SpencerandThomas Quasthoff,Journey for One: A Winterreise Fantasy for Solo Piano,18,49.96,,4c0afb5e-1f3d-4937-b7e7-c28a08e883da,,,,https://music.youtube.com/watch?v=7pYhC7NKu94,
schubert-winterreise-audio_111.jams,Letzte Hoffnung,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,16,135.03,,95c1b5ca-e751-40bf-82a5-3107a1bc7506,,,,https://music.youtube.com/watch?v=zvqkE_OuC78,
schubert-winterreise-audio_95.jams,Der Leiermann,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,D5,217.42,,6eb10c30-e0dd-43ae-81fc-14d8dfa137f8,,,,https://music.youtube.com/watch?v=IngNmRsoX0w,
schubert-winterreise-audio_146.jams,Gefrorne Tränen,Bert van den BrinkandThomas Oliemans,Winterreise,3,159.29,,143a01f4-1916-40b3-a802-d58e941045f3,,,,https://music.youtube.com/watch?v=TZhzNAURlAk,
schubert-winterreise-audio_83.jams,Einsamkeit,Gerald MooreandDietrich Fischer-Dieskau,Lieder,2,170.69,,4c8d9d93-6689-4b84-bd1a-ae1b4f26d05c,,,,https://music.youtube.com/watch?v=8B89P9bS-kE,
schubert-winterreise-audio_150.jams,Auf dem Flusse,Bert van den BrinkandThomas Oliemans,Journey for One: A Winterreise Fantasy for Solo Piano,7,222.04,,ba784fc3-2dc6-4c40-8937-8d026f60341e,,,,https://music.youtube.com/watch?v=x2Bf_QYMRi8,
schubert-winterreise-audio_107.jams,Einsamkeit,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,12,173.04,,8cef57ab-faad-4ead-b497-9e5637b78e43,,,,https://music.youtube.com/watch?v=m1t7pSVSGww,
schubert-winterreise-audio_106.jams,Frühlingstraum,Jorg DemusandDietrich Fischer-Dieskau,Am Brunnen vor dem Tore,3,240.04,,dd120163-b441-4f0a-a834-e2fc8312e026,,,,https://music.youtube.com/watch?v=ZnDCUQSPjv0,
schubert-winterreise-audio_82.jams,Frühlingstraum,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,B5,243.33,,4337835d-4932-4ab6-8068-ebf967806f23,,,,https://music.youtube.com/watch?v=8FpAHMb5vfg,
schubert-winterreise-audio_151.jams,Rückblick,Bert van den BrinkandThomas Oliemans,Schubert: Winterreise,,136.03,,,,,,https://music.youtube.com/watch?v=ticDO8DOrZg,
schubert-winterreise-audio_94.jams,Die Nebensonnen,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,D4,175.49,,00cc08fc-43f1-4b32-83eb-78b007bd6f9f,,,,https://music.youtube.com/watch?v=vnUAJrSNBLg,
schubert-winterreise-audio_147.jams,Erstarrung,Bert van den BrinkandThomas Oliemans,Schubert: Winterreise,,187.13,,,,,,https://music.youtube.com/watch?v=GWCstMNeITg,
schubert-winterreise-audio_110.jams,Die Krähe,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,15,120.03,,fa80b611-857f-4636-839b-1f595476eed7,,,,https://music.youtube.com/watch?v=GtWVBBmZGPg,
schubert-winterreise-audio_57.jams,Rast,Roger VignolesandThomas Allen,My Father's Chapel - Peyote Prayer Songs,,195.13,,,,,,https://music.youtube.com/watch?v=Xc_rH0WNjfo,
schubert-winterreise-audio_184.jams,Im Dorfe,Charles SpencerandThomas Quasthoff,Journey for One: A Winterreise Fantasy for Solo Piano,17,163.0,,8f7ba063-3110-40c5-82fd-cb4d6226ade1,,,,https://music.youtube.com/watch?v=wJxM9lxGdtg,
schubert-winterreise-audio_215.jams,Der Leiermann,Ulrich EisenlohrandRoman Trekel,Schubert: Lied Edition  1 - Winterreise,,257.33,,,,,,https://music.youtube.com/watch?v=LinCu9jfZ9o,
schubert-winterreise-audio_16.jams,Im Dorfe,Hanns-Udo MullerandGerhard Husch,"Schubert: Winterreise, D.911",,197.74,,,,,,https://music.youtube.com/watch?v=ktpo3WFMgKQ,
schubert-winterreise-audio_203.jams,Einsamkeit,Ulrich EisenlohrandRoman Trekel,Schubert: Lied Edition  1 - Winterreise,,174.07,,,,,,https://music.youtube.com/watch?v=fCXe7iCMceA,
schubert-winterreise-audio_41.jams,Der stürmische Morgen,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,18,44.07,,4c0afb5e-1f3d-4937-b7e7-c28a08e883da,,,,https://music.youtube.com/watch?v=7pYhC7NKu94,
schubert-winterreise-audio_192.jams,Gute Nacht,Ulrich EisenlohrandRoman Trekel,Tour Taxi Europa,9,341.27,,04efaa1f-ea7a-4124-b3d1-18d65f830e7a,,,,https://music.youtube.com/watch?v=6W3MD0E3liM,
schubert-winterreise-audio_36.jams,Die Post,Jeremy DenkandRandall Scarlata,Schubert: Winterreise,,119.67,,,,,,https://music.youtube.com/watch?v=SlUxTDCiNok,
schubert-winterreise-audio_3.jams,Erstarrung,Hanns-Udo MullerandGerhard Husch,Shree Hanuman Amirtvani,,178.61,,,,,,https://music.youtube.com/watch?v=A_gRxA-o3Rk,
schubert-winterreise-audio_61.jams,Der greise Kopf,Roger VignolesandThomas Allen,Journey for One: A Winterreise Fantasy for Solo Piano,14,200.44,,0e05f36e-de62-4832-bf79-f92b1283b5c9,,,,https://music.youtube.com/watch?v=OTLF1HoY9IQ,
schubert-winterreise-audio_98.jams,Gefrorne Tränen,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,3,157.02,,03873b93-ffd6-4317-956a-543f962242ed,,,,https://music.youtube.com/watch?v=0R54ccKULss,
schubert-winterreise-audio_77.jams,Wasserflut,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,A6,272.77,,9959bb02-ec1a-4273-8fb1-259007f88e3b,,,,https://music.youtube.com/watch?v=bFG8nUJ8qdM,
schubert-winterreise-audio_20.jams,Das Wirtshaus,Hanns-Udo MullerandGerhard Husch,"Schubert: Winterreise, D.911",,221.19,,,,,,https://music.youtube.com/watch?v=ws0Lj8ye-rE,
schubert-winterreise-audio_167.jams,Der Leiermann,Bert van den BrinkandThomas Oliemans,Schubert: Winterreise,,238.32,,,,,,https://music.youtube.com/watch?v=DRLYqtcUi6o,
schubert-winterreise-audio_188.jams,Das Wirtshaus,Charles SpencerandThomas Quasthoff,Journey for One: A Winterreise Fantasy for Solo Piano,21,294.87,,3200fb6d-9adf-40da-8dab-eb82953361c6,,,,https://music.youtube.com/watch?v=FBRjbzkJAOM,
schubert-winterreise-audio_130.jams,Frühlingstraum,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,B5,248.03,,4337835d-4932-4ab6-8068-ebf967806f23,,,,https://music.youtube.com/watch?v=8FpAHMb5vfg,
schubert-winterreise-audio_126.jams,Auf dem Flusse,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,B1,210.86,,72a4a41d-6ee8-4fcd-a0e5-6d2460e1c7c1,,,,https://music.youtube.com/watch?v=UsjSGi_hQRk,
schubert-winterreise-audio_171.jams,Erstarrung,Charles SpencerandThomas Quasthoff,Journey for One: A Winterreise Fantasy for Solo Piano,4,164.69,,41ae937b-45e6-4020-8037-425d514bfa52,,,,https://music.youtube.com/watch?v=cRrxIOTAEgc,
schubert-winterreise-audio_46.jams,Die Nebensonnen,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,23,178.39,,d31d3a13-1625-4883-8cb8-128a779a884b,,,,https://music.youtube.com/watch?v=lsJgMHzQ4d4,
schubert-winterreise-audio_195.jams,Erstarrung,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,4,166.23,,41ae937b-45e6-4020-8037-425d514bfa52,,,,https://music.youtube.com/watch?v=4Q5tVHhBGkQ,
schubert-winterreise-audio_204.jams,Die Post,Ulrich EisenlohrandRoman Trekel,"Schubert: Lied Edition 33 - Part Songs, Vol. 2",,146.2,,,,,,https://music.youtube.com/watch?v=F5YlMdw94dU,
schubert-winterreise-audio_11.jams,Einsamkeit,Hanns-Udo MullerandGerhard Husch,Die Erfolgsgeschichte,14,158.34,,bca3595c-2578-4648-869c-dd7549852eb1,,,,https://music.youtube.com/watch?v=5UpXhQKuLY8,
schubert-winterreise-audio_212.jams,Das Wirtshaus,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,21,252.97,,3200fb6d-9adf-40da-8dab-eb82953361c6,,,,https://music.youtube.com/watch?v=U99H1pW2OC8,
schubert-winterreise-audio_50.jams,Gefrorne Tränen,Roger VignolesandThomas Allen,Winterreise,3,159.63,,143a01f4-1916-40b3-a802-d58e941045f3,,,,https://music.youtube.com/watch?v=deNR9n2cB9U,
schubert-winterreise-audio_183.jams,Letzte Hoffnung,Charles SpencerandThomas Quasthoff,"TKKG 206: Achtung, UFO‐Kult!",9,119.0,,23a335ec-7ae0-411c-9b82-a87ebc4cad1b,,,,https://music.youtube.com/watch?v=rsOR09H8a4k,
schubert-winterreise-audio_117.jams,Muth,Jorg DemusandDietrich Fischer-Dieskau,Early Recordings on Deutsche Grammophon,4,85.03,,0985d5b6-c95c-4971-9606-2f68fe1646db,,,,https://music.youtube.com/watch?v=Vo5nmfGvQS0,
schubert-winterreise-audio_93.jams,Muth,Gerald MooreandDietrich Fischer-Dieskau,"Brahms: Deutsche Volkslieder, WoO 33",,85.66,,,,,,https://music.youtube.com/watch?v=-DQRIHdSpWg,
schubert-winterreise-audio_140.jams,Das Wirtshaus,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,D2,266.03,,268d1ecb-3fd1-4754-a27e-8a39e2392589,,,,https://music.youtube.com/watch?v=4mIZZqfTMTk,
schubert-winterreise-audio_8.jams,Irrlicht,Hanns-Udo MullerandGerhard Husch,"Gerhard Hüsch Liederabend: Franz Schubert, Die Schöne Müllerin",,132.59,,,,,,https://music.youtube.com/watch?v=39RyYiDFMro,
schubert-winterreise-audio_85.jams,Der greise Kopf,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,C2,195.45,,f8262c8f-efb0-417d-9a7a-e236081a1f36,,,,https://music.youtube.com/watch?v=j1wvNff_Vnw,
schubert-winterreise-audio_156.jams,Die Post,Bert van den BrinkandThomas Oliemans,"Brahms: Romanzen aus Magelone & Regenlied-Zyklus (Brahms Songbook, Vol. 1)",,141.75,,,,,,https://music.youtube.com/watch?v=ST-bU_LNajI,
schubert-winterreise-audio_101.jams,Wasserflut,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,6,250.02,,4b4108df-6ba4-4480-969d-1aeaa52ab787,,,,https://music.youtube.com/watch?v=831xHhAxjhw,
schubert-winterreise-audio_176.jams,Irrlicht,Charles SpencerandThomas Quasthoff,Tag und Nacht,16,163.84,,0a54d004-c9c2-4498-ab06-a4d2f0587df8,,,,https://music.youtube.com/watch?v=KiIdf4ghQ2Y,
schubert-winterreise-audio_199.jams,Rückblick,Ulrich EisenlohrandRoman Trekel,Rosenkavalier Rodaun Reloaded - An Equivocal Comedy (Original Stage Play Soundtrack),,134.87,,,,,,https://music.youtube.com/watch?v=VTjZ7L8B13E,
schubert-winterreise-audio_121.jams,Die Wetterfahne,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,A2,110.03,,ab98c269-d94a-40ac-9c1f-287890e800af,,,,https://music.youtube.com/watch?v=Vkr0DPvOcRs,
schubert-winterreise-audio_208.jams,Im Dorfe,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,17,195.49,,8f7ba063-3110-40c5-82fd-cb4d6226ade1,,,,https://music.youtube.com/watch?v=6NW6Gwx59FY,
schubert-winterreise-audio_137.jams,Der stürmische Morgen,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,C6,53.68,,5635c1fa-de6f-402a-95d9-876419e6b8df,,,,https://music.youtube.com/watch?v=yGxHDmHoqXc,
schubert-winterreise-audio_160.jams,Im Dorfe,Bert van den BrinkandThomas Oliemans,Journey for One: A Winterreise Fantasy for Solo Piano,17,186.93,,8f7ba063-3110-40c5-82fd-cb4d6226ade1,,,,https://music.youtube.com/watch?v=pYERMtwz4UM,
schubert-winterreise-audio_27.jams,Erstarrung,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,4,159.84,,41ae937b-45e6-4020-8037-425d514bfa52,,,,https://music.youtube.com/watch?v=0ujqGlLypcc,
schubert-winterreise-audio_70.jams,Die Nebensonnen,Roger VignolesandThomas Allen,Journey for One: A Winterreise Fantasy for Solo Piano,23,182.03,,d31d3a13-1625-4883-8cb8-128a779a884b,,,,https://music.youtube.com/watch?v=Abu6iV1NVAE,
schubert-winterreise-audio_89.jams,Der stürmische Morgen,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,C6,53.81,,5635c1fa-de6f-402a-95d9-876419e6b8df,,,,https://music.youtube.com/watch?v=xI0YeuKF3FA,
schubert-winterreise-audio_4.jams,Der Lindenbaum,Hanns-Udo MullerandGerhard Husch,"Schubert: Winterreise, D.911",,274.41,,,,,,https://music.youtube.com/watch?v=4rQR-vefXfk,
schubert-winterreise-audio_66.jams,Täuschung,Roger VignolesandThomas Allen,Journey for One: A Winterreise Fantasy for Solo Piano,19,93.0,,066a4c40-149e-44df-9b8b-5a1efb82b296,,,,https://music.youtube.com/watch?v=F1mXhLXAAm4,
schubert-winterreise-audio_31.jams,Rückblick,Jeremy DenkandRandall Scarlata,Tera Chehra,,114.08,,,,,,https://music.youtube.com/watch?v=yroiJib3avQ,
schubert-winterreise-audio_30.jams,Auf dem Flusse,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,7,190.56,,ba784fc3-2dc6-4c40-8937-8d026f60341e,,,,https://music.youtube.com/watch?v=hMHf9fhRi2I,
schubert-winterreise-audio_88.jams,Im Dorfe,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,C5,184.35,,47152533-f3de-42b1-bc15-e97e6b4fa63e,,,,https://music.youtube.com/watch?v=hK83KuAbxxg,
schubert-winterreise-audio_5.jams,Wasserflut,Hanns-Udo MullerandGerhard Husch,Lift Me Up,,259.6,,,,,,https://music.youtube.com/watch?v=eA7V16oogFA,
schubert-winterreise-audio_67.jams,Der Wegweiser,Roger VignolesandThomas Allen,Journey for One: A Winterreise Fantasy for Solo Piano,20,260.96,,611dd47a-3d16-496d-8d9b-aa52f1e952b1,,,,https://music.youtube.com/watch?v=gtw2uLNhjPk,
schubert-winterreise-audio_71.jams,Der Leiermann,Roger VignolesandThomas Allen,Schubert - Lieder/Winterreise,,213.8,,,,,,https://music.youtube.com/watch?v=G_0ZDMBe7sM,
schubert-winterreise-audio_26.jams,Gefrorne Tränen,Jeremy DenkandRandall Scarlata,Winterreise,3,137.17,,143a01f4-1916-40b3-a802-d58e941045f3,,,,https://music.youtube.com/watch?v=AsOReUV-mYc,
schubert-winterreise-audio_161.jams,Der stürmische Morgen,Bert van den BrinkandThomas Oliemans,Journey for One: A Winterreise Fantasy for Solo Piano,18,55.75,,4c0afb5e-1f3d-4937-b7e7-c28a08e883da,,,,https://music.youtube.com/watch?v=CMW1aa5xvNk,
schubert-winterreise-audio_136.jams,Im Dorfe,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,C5,217.71,,47152533-f3de-42b1-bc15-e97e6b4fa63e,,,,https://music.youtube.com/watch?v=rzZmvYiCddY,
schubert-winterreise-audio_209.jams,Der stürmische Morgen,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,18,53.04,,4c0afb5e-1f3d-4937-b7e7-c28a08e883da,,,,https://music.youtube.com/watch?v=Y1rTazQtqFA,
schubert-winterreise-audio_120.jams,Gute Nacht,Daniel BarenboimandDietrich Fischer-Dieskau,"Complete Brahms Edition, Volume 5: Lieder",19,318.02,,e182dcb9-cd27-4628-a2f0-620b8ed3ed90,,,,https://music.youtube.com/watch?v=FC3yJ15gVM8,
schubert-winterreise-audio_177.jams,Rast,Charles SpencerandThomas Quasthoff,Schubert: Winterreise,,195.49,,,,,,https://music.youtube.com/watch?v=dD_jPh2BLBc,
schubert-winterreise-audio_198.jams,Auf dem Flusse,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,7,246.37,,ba784fc3-2dc6-4c40-8937-8d026f60341e,,,,https://music.youtube.com/watch?v=5fO2uHz0Ago,
schubert-winterreise-audio_100.jams,Der Lindenbaum,Jorg DemusandDietrich Fischer-Dieskau,Am Brunnen vor dem Tore,2,281.03,,167a39d5-a30a-42f7-be85-721d68ddf24d,,,,https://music.youtube.com/watch?v=mdXw0oC1dko,
schubert-winterreise-audio_9.jams,Rast,Hanns-Udo MullerandGerhard Husch,"Schubert: Winterreise, D.911",,195.65,,,,,,https://music.youtube.com/watch?v=5NCjyIPENHI,
schubert-winterreise-audio_84.jams,Die Post,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,C1,141.66,,40caed34-9095-44de-8398-91565fc3c6c5,,,,https://music.youtube.com/watch?v=c_yeCj1jq1c,
schubert-winterreise-audio_157.jams,Der greise Kopf,Bert van den BrinkandThomas Oliemans,Journey for One: A Winterreise Fantasy for Solo Piano,14,187.48,,0e05f36e-de62-4832-bf79-f92b1283b5c9,,,,https://music.youtube.com/watch?v=jH8_y-03IiU,
schubert-winterreise-audio_92.jams,Das Wirtshaus,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,D2,292.18,,268d1ecb-3fd1-4754-a27e-8a39e2392589,,,,https://music.youtube.com/watch?v=3rWHgu_r7uk,
schubert-winterreise-audio_141.jams,Muth,Daniel BarenboimandDietrich Fischer-Dieskau,Stimulus,2,87.35,,1c22d994-bbc8-4779-be98-08d534245efe,,,,https://music.youtube.com/watch?v=7rkrE_iLUEE,
