start;measure
0.807074830;1
3.519886621;2
6.239342404;3
8.884353741;4
11.449727891;5
14.003560091;6
16.381383220;7
18.895873016;8
21.305623583;9
23.834467120;10
26.293469388;11
28.776213152;12
31.258321995;13
33.715442177;14
36.173197279;15
38.893945578;16
41.333197279;17
43.738072562;18
46.139160998;19
48.556303855;20
50.860136054;21
53.189342404;22
55.664693878;23
58.122448980;24
61.002879819;25
63.670453515;26
66.371247166;27
68.860839002;28
71.423560091;29
73.957346939;30
76.439229025;31
79.043696145;32
81.708934240;33
84.610566893;34
87.162018141;35
89.887755102;36
92.877800454;37
96.114285714;38
98.905011338;39
101.592585034;40
104.381791383;41
107.239750567;42
111.636621315;43
116.847324263;43.999
