start;measure
0.313877551;1
3.804081633;2
7.702380951;3
11.197777778;4
14.905374150;5
18.647687075;6
22.161632653;7
25.456848073;8
28.899863946;9
31.777437642;10
35.915458050;11
38.735011338;12
41.787165533;13
44.810249433;14
47.141496599;15
50.413424036;16
53.174285714;17
56.274852608;18
59.706235828;19
63.035487528;20
66.134126984;21
69.563764172;22
72.744399093;23
75.949160998;24
78.718775510;25
81.670430839;26
84.454308390;27
87.923628118;28
91.075600907;29
94.085419501;30
97.600430839;31
101.441655329;32
105.199387755;33
108.402857143;34
112.406122449;35
116.090204082;36
120.087823129;37
124.041473923;38
128.102743764;39
137.258412698;40
141.126099773;41
145.156326531;42
149.308344671;43
155.087777778;43.999
