start;measure
0.369092971;1
5.214489796;2
10.114489796;3
14.424852608;4
17.813922902;5
22.306099773;6
27.171451247;7
31.800204082;8
35.888027211;9
40.568117914;10
45.543537415;11
50.337936508;12
54.731814059;13
60.228866216;14
64.396916100;15
69.362426304;16
74.394467120;17
79.152244898;18
82.436598639;19
87.084489796;20
91.957301587;21
96.967233560;22
100.938571429;23
105.240158730;24
110.324285714;25
115.699569161;26
120.109342404;27
124.797210884;28
129.752721084;29
134.391428571;30
139.540770975;31
144.176712018;32
147.715124717;33
151.940929705;34
156.675056689;35
160.993197279;36
165.404614512;37
169.397823129;38
173.734580499;39
178.595102041;40
183.197573696;41
188.264829932;42
192.517596372;43
197.767981859;44
202.165578231;45
206.654580499;46
209.555011338;47
213.842108844;48
218.486031746;49
223.295396825;50
227.033469388;51
231.363373016;52
236.491950112;53
241.656394556;54
245.827437642;55
250.223968254;56
254.959138322;57
260.773083900;58
265.434671202;59
270.573446712;60
275.234875283;60.999
