start;measure
0.772312925;1
2.247823129;2
3.842063492;3
5.256825397;4
6.795736961;5
8.208367347;6
9.727233560;7
11.153265306;8
12.652312925;9
14.124897959;10
15.594172336;11
17.107845805;12
18.540204082;13
19.932675737;14
21.446575964;15
22.837755102;16
24.249160998;17
25.698979592;18
27.023900227;19
28.383922902;20
29.763151927;21
31.117936508;22
32.432562358;23
33.702290249;24
34.999365079;25
36.301133787;26
37.599365079;27
41.181587302;28
43.060589569;29
44.901360544;30
46.715170068;31
48.559478458;32
50.236099773;33
51.982834467;34
53.827165533;35
55.645464853;36
57.451337868;37
59.266099773;38
61.007210884;39
62.819206349;40
64.741020408;41
66.498639456;42
68.187664399;43
70.012879819;44
71.930725624;45
73.821383220;46
75.460385488;47
77.217324263;48
78.892131519;49
80.411065760;50
81.844739229;51
83.278979592;52
84.717800454;53
86.089795918;54
87.502040816;55
88.955102041;56
90.312380952;57
91.722448980;58
93.175510204;59
94.534126984;60
95.907052154;61
97.282630385;62
98.679115646;63
100.236734694;64
101.692925170;65
103.127891156;66
105.005600907;67
107.270362812;68
109.448390023;69
113.322448980;69.999
