start;measure
0.759070295;0.833
1.069138322;1
2.655759637;2
4.254897959;3
5.947324263;4
7.554104308;5
9.137732426;6
10.664739229;7
12.153287982;8
13.701065760;9
15.339977324;10
16.832653061;11
18.367346939;12
19.975510204;13
21.534693878;14
23.126530612;15
24.558344671;16
26.127210884;17
27.816213152;18
29.344013605;19
30.941995465;20
32.657414966;21
34.448730159;22
36.063492063;23
37.701360544;24
39.284603175;25
40.884988662;26
42.518072562;27
44.121451247;28
45.748594104;29
47.539931973;30
49.867346939;31
51.501950113;32
53.072154195;33
54.724036281;34
56.476235828;35
58.106122449;36
59.779591837;37
61.779591837;38
63.632653061;39
65.306122449;40
67.208163265;41
68.897959184;42
70.937097506;43
73.616145125;43.999
