start;measure
0.434784580;1
1.680362812;2
3.154149660;3
4.587823129;4
5.948911565;5
7.336077098;6
8.908390023;7
10.565192744;8
11.961882086;9
13.411383220;10
14.858526077;11
16.399092971;12
17.828458050;13
19.384421769;14
20.903990930;15
22.479795918;16
23.846190476;17
25.356734693;18
26.907029478;19
28.480249433;20
30.013537415;21
31.756235828;22
33.183922902;23
34.794308390;24
36.374036281;25
37.878163265;26
39.416825397;27
40.882993197;28
42.360770975;29
44.100725624;30
45.780340136;31
47.240158730;32
48.774671202;33
50.318480726;34
51.903628118;35
53.516643991;36
55.071111111;37
56.598979592;38
58.119387755;39
59.803333333;40
61.659138322;41
63.111065760;42
64.817482993;43
66.423922902;44
67.889637188;45
69.415215420;46
71.431995465;47
73.163968254;48
74.918163265;49
76.527006803;50
77.966190476;51
79.712970522;52
81.235102041;53
82.917913832;54
84.558934240;55
86.212131519;56
87.821133787;57
89.478412698;58
91.445963719;59
92.930816327;60
94.616666667;61
96.285464853;62
97.734784580;63
99.307006803;64
100.982131519;65
102.371904762;66
103.937052154;67
105.424263039;68
106.988299320;69
108.467551020;70
110.108163265;71
111.685714286;72
113.287097506;73
114.735918367;74
116.441111111;75
117.987369615;76
119.564943311;77
121.173945578;78
122.871927438;79
124.456666666;80
125.985827664;81
127.580498866;82
129.162176871;83
130.704671202;84
132.292131519;85
133.805600907;86
135.463083900;87
137.064693878;88
138.572766440;89
140.272993200;90
141.895079366;91
143.537959184;92
145.139818594;93
146.635374150;94
148.144308390;95
149.643083900;96
151.338117914;97
153.180045351;98
154.852244898;99
156.485555556;100
158.212244898;101
159.959501134;102
163.271678004;103
165.124489796;104
166.624308390;105
168.065963719;106
169.459954649;107
170.978367347;108
172.582471655;109
177.814285714;109.999
