start;measure
0.538662132;1
2.969886621;2
5.390453515;3
7.836938776;4
10.321746032;5
12.555850340;6
14.870340136;7
17.195487528;8
19.538639456;9
21.861337868;10
24.090770975;11
26.514172336;12
28.929115646;13
31.262040816;14
33.709501134;15
36.655283447;16
38.812199546;17
41.266734694;18
43.730725624;19
46.118095238;20
48.406417234;21
50.802086168;22
53.195986395;23
55.827687075;24
58.067913832;25
60.442176871;26
62.731587302;27
65.040997732;28
67.278888889;29
69.705668934;30
72.044217687;31
74.538639456;32
77.071655329;33
79.368412698;34
81.860136054;35
84.233151927;36
86.825396825;37
89.124104308;38
91.429206349;39
93.878956916;40
96.008888889;41
98.326213152;42
100.904557823;43
103.020272109;44
105.205215420;45
107.593446712;46
109.992743764;47
112.748503401;48
115.216213152;49
117.839160998;50
120.231655329;51
122.771700680;52
125.173605442;53
127.582811791;54
130.193083900;55
132.638548753;56
134.898412698;57
137.270702948;58
139.534149660;59
141.925034014;60
144.449183673;61
146.841995465;62
149.114739229;63
151.519954649;64
154.105102041;65
156.346394558;66
158.674693878;67
161.118730159;68
163.678684807;69
165.988480726;70
168.255283447;71
170.478911565;72
172.867619048;73
175.190680272;74
177.287981859;75
179.532108844;76
181.698480726;77
183.974557823;78
186.277210884;79
189.162675737;80
191.582993197;81
193.953356009;82
196.291451247;83
198.641768707;84
200.968140590;85
203.323310658;86
205.879365079;87
208.422698413;88
210.684058957;89
213.052471655;90
215.376145125;91
217.751292517;92
220.097891156;93
222.716507937;94
225.140476190;95
227.483015873;96
230.477278912;97
232.793015873;98
235.237256236;99
237.627346939;100
240.161972789;101
242.436099773;102
245.269886621;103
248.099909297;104
250.441179138;105
252.998956916;106
255.514013605;107
257.985419501;108
260.194784580;109
262.711473923;110
265.317233560;111
268.278548753;112
270.745034014;113
273.247482993;114
275.825986395;115
278.317823129;116
280.662040816;117
283.519909297;118
286.264331066;119
288.722448980;120
291.070204082;121
293.574671202;122
295.838775510;123
298.348707483;124
301.177551020;125
303.816780045;126
306.020022676;127
308.518299320;128
311.165124717;129
314.204920635;130
317.883582766;131
320.867210884;132
323.273560091;133
325.681814059;134
328.156235828;135
330.642040816;136
334.600770975;137
337.545215420;137.500
