start;measure
0.349433107;1
3.236938776;2
5.951541950;3
8.697210884;4
11.611587302;5
14.613446712;6
18.208321995;7
21.776780045;8
25.231791383;9
28.345578231;10
31.412585034;11
34.919523810;12
38.381156463;13
41.798321995;14
45.513083900;15
48.748594104;16
52.640702948;17
57.705986395;18
61.881133787;19
66.760816327;20
71.284036281;21
75.692562358;22
79.999274376;23
84.367482993;24
88.866916100;25
93.701224490;26
98.728299320;27
102.433446712;28
107.002789116;29
110.136553288;30
113.708027211;31
117.044943311;32
120.679954649;33
124.044376417;34
127.303673469;35
130.979047619;36
134.701428571;37
138.809092971;38
143.409546485;39
149.103356009;40
153.019795918;41
157.427641723;42
161.764943311;43
166.616099773;44
172.014036281;45
177.646213152;46
180.831972789;47
184.577664399;48
188.871111111;49
192.748843537;49.999
