start;measure
1.658117914;1
4.145532880;2
6.475578231;3
8.910929705;4
11.329387755;5
14.106031746;6
18.152392290;7
20.612789116;8
23.148140590;9
25.489274376;10
27.931655329;11
30.469909297;12
32.759070295;13
35.132267574;14
37.488208617;15
39.903219955;16
42.322199546;17
44.692721088;18
47.106167800;19
49.525736961;20
52.120430839;21
54.534603175;22
57.202358277;23
59.712131519;24
62.028253968;25
64.414126984;26
67.010249433;27
69.603174603;28
72.253877551;29
74.800725624;30
77.236099773;31
79.907755102;32
82.359841270;33
84.883877551;34
87.367777778;35
90.237210884;36
94.917976191;37
97.306122449;38
99.656530612;39
102.169410431;40
104.513877551;41
107.100453515;42
109.578866213;43
111.925668934;44
114.361224490;45
116.709342404;46
119.376326531;47
121.827687075;48
124.205192744;49
126.833469388;50
129.507029478;51
132.002116402;52
134.524217687;53
136.812607710;54
139.207959184;55
141.884897959;56
144.586371882;57
147.279727891;58
149.984126984;59
152.400430839;60
155.236984127;61
157.936507937;62
160.419092971;63
162.910204082;64
165.554535147;65
168.066493764;66
172.126439909;67
178.419047619;67.999
