start;measure
0.293877551;0.750
0.644897959;1
2.310204082;2
3.902040816;3
5.570975057;4
7.153333333;5
8.955102041;6
10.709886621;7
12.519206349;8
14.628571429;9
17.420408163;10
19.265306122;11
21.004081633;12
22.669387755;13
24.369342404;14
25.925079365;15
27.515646259;16
29.152653061;17
30.812879819;18
32.600816327;19
34.295873016;20
35.979319728;21
37.593106576;22
39.172063492;23
40.815532880;24
42.568095238;25
44.530272109;26
46.428299320;27
50.244013605;28
53.007664399;29
54.781405896;30
56.630408163;31
58.398185941;32
60.128072562;33
61.722335601;34
63.427845805;35
65.190385488;36
66.956009070;37
70.596099773;38
73.618866213;39
75.382675737;40
77.245714286;41
79.080090703;42
81.029115646;43
82.848798186;44
84.554557823;45
86.159637188;46
87.562448980;47
89.129795918;48
90.745578231;49
92.350657596;50
94.185034014;51
95.898412698;51.666
