start;measure
0.786235828;1
10.106984127;2
20.788707483;3
29.234308390;4
38.225102041;5
47.855260771;6
55.140249433;7
63.047324263;8
70.744512472;9
79.213242630;10
87.347755102;11
95.834603175;12
103.229183673;13
111.115351474;14
119.613469388;15
128.274943311;16
136.195782313;17
144.798662132;18
151.788117914;19
160.425011338;20
169.542834467;21
177.910952380;22
186.974308390;23
193.886643991;24
200.876439909;25
208.487112623;26
215.680884354;27
223.618208617;28
233.237845805;29
241.989841270;30
255.429886621;31
265.306757370;31.999
