start;measure
0.720634921;1
4.796938776;2
8.720249433;3
12.921904762;4
16.838730159;5
20.454126984;6
24.248321995;7
28.156780045;8
32.131791383;9
35.756145125;10
39.765895692;11
43.499523810;12
46.981156463;13
51.318321995;14
55.513083900;15
59.697551020;16
63.964331066;17
69.105986395;18
73.154807256;19
76.742154195;20
80.344036281;21
83.972562358;22
87.499274376;23
91.156485261;24
94.812403628;25
98.581224490;26
102.328299320;27
105.690294785;28
109.110589569;29
112.597596372;30
116.348027211;31
119.944943311;32
123.699954649;33
127.604376417;34
131.532040814;35
135.535895692;36
139.624240363;37
143.589092971;38
147.269546485;39
151.505124717;40
155.359795918;41
159.608571429;42
163.724943311;43
167.619614512;44
171.619773243;45
176.308299320;46
179.811972789;47
183.717664399;48
187.871111111;49
195.512789116;49.999
