start;measure
2.017142857;0.750
2.653764172;1
5.524489796;2
8.578208617;3
11.320430839;4
13.943219955;5
16.557188209;6
19.168866213;7
22.341972789;8
25.025487528;9
27.727392290;10
30.459727891;11
33.238730159;12
35.849569161;13
38.584172336;14
41.351678005;15
43.999637188;16
46.741814059;17
49.358480726;18
52.271156463;19
55.131360544;20
58.418775510;21
61.357142857;22
64.265306122;23
67.014920635;24
69.713038549;25
72.631043084;26
75.611292517;27
78.660861678;28
81.978956916;29
84.701224490;30
87.448730158;31
90.064625850;32
92.751609977;33
95.566598639;34
98.059750567;35
100.826235828;36
103.547823129;37
106.332517008;38
109.249183673;39
112.458435374;40
115.012448980;41
117.700884354;42
120.597687075;43
123.237800454;44
126.016643991;45
128.725578231;46
131.429682540;47
134.228049887;48
137.180204082;49
139.959160998;50
143.147233560;51
145.937460317;52
148.641065760;53
151.386190476;54
154.922857143;55
157.030612245;55.500
