start;measure
2.771201814;1
5.922358277;2
8.838979592;3
12.013197279;4
15.082517007;5
18.211111111;6
21.549546485;7
24.269614512;8
27.285850340;9
30.526961451;10
33.869591837;11
36.704535147;12
39.795283447;13
42.944036281;14
46.409637188;15
49.554920635;16
52.763083900;17
56.069002268;18
59.613446712;19
62.784988662;20
65.973900227;21
69.466371882;22
72.496666667;23
75.404376417;24
78.687981859;25
81.432244898;26
84.715056689;27
88.179410431;28
90.677641723;29
93.260430839;30
96.907097506;31
100.044353741;32
103.403650794;33
107.369455782;34
110.218843537;35
113.026893424;36
116.173174603;37
118.920004535;38
122.034104308;39
125.241587302;40
127.715759637;41
130.315532880;42
133.967845805;43
137.277256236;44
140.711428571;45
145.312335601;46
148.658775510;47
153.063174603;48
158.859999940;48.999
