start;measure
0.311315193;1
4.363424036;2
7.311337868;3
10.376258504;4
13.502925170;5
16.325691610;6
19.275419501;7
22.026190476;8
25.178503401;9
28.133718821;10
31.200544218;11
34.159795918;12
37.122040816;13
40.305600907;14
43.217573696;15
46.247301587;16
48.919569161;17
52.252086168;18
55.209138322;19
58.093696145;20
61.373741497;21
64.532290249;22
67.612607710;23
70.457777778;24
73.060702948;25
75.791564626;26
78.464535147;27
81.209909297;28
84.225487528;29
87.062063492;30
90.222471655;31
93.141337868;32
96.029092971;33
99.092653061;34
101.993219955;35
104.930045351;36
108.070816327;37
110.803650794;38
113.665714286;39
117.257641723;40
120.293378685;41
123.210045351;42
126.579047619;43
129.687981859;44
133.209977324;45
136.745873016;46
140.378843537;47
143.356439909;48
146.026893424;49
148.476984127;50
151.186757370;51
153.428276644;52
155.952879819;53
158.673083900;54
161.716666666;55
164.491428571;56
167.072267574;57
170.370521542;58
173.702539683;59
176.927074830;60
179.765510204;61
182.431224490;62
184.978730159;63
187.476553288;64
189.755487528;65
192.219251701;66
194.693424036;67
197.171587302;68
199.838526077;69
202.728185941;70
205.793537415;71
209.011088435;72
212.007392290;73
222.047142857;74
225.024580499;74.999
