start;measure
1.431519274;0.750
2.219092971;1
4.978571429;2
7.720725624;3
10.466303855;4
13.339523810;5
16.378775510;6
19.073514739;7
21.777823129;8
24.413151927;9
27.114875283;10
29.908344671;11
32.628548753;12
35.151473923;13
37.919274376;14
40.435283447;15
43.142380952;16
45.729727891;17
48.422947846;18
51.564852608;19
54.376054422;20
57.088888889;21
59.985056689;22
62.636235828;23
65.457777778;24
68.074149660;25
70.755215420;26
73.379115646;27
76.342766440;28
78.966757370;29
81.639954649;30
84.077505669;31
87.027845805;32
89.770907029;33
92.401496599;34
94.989319728;35
97.572380952;36
100.386122449;37
103.108117914;38
105.979727891;39
108.706995729;40
110.985759637;41
113.640272109;42
116.382358277;43
118.976145125;44
121.595804989;45
124.208775510;46
126.668792517;47
129.225170068;48
132.009297052;49
134.357188209;50
136.982380952;51
139.508662132;52
142.051950113;53
144.982063492;54
147.734308390;55
150.512494331;56
153.381428571;57
156.267868481;58
158.937709751;59
161.706825397;60
164.324965986;61
166.990340136;62
169.693469388;63
172.290861678;64
175.070907029;65
178.009024943;66
181.192630385;67
184.357732426;68
187.232721088;69
189.991156463;70
192.857188209;71
195.966961451;72
198.667755102;73
201.443356009;74
204.203560091;75
207.373582766;76
211.139818594;77
215.262040816;78
218.862267574;79
222.889886621;80
227.051859410;81
232.170113379;82
236.081768707;83
244.060000000;83.999
