start;measure
2.607074830;1
5.129319728;2
7.626349206;3
10.151368103;4
12.601292517;5
15.323560091;6
17.861383220;7
20.447845805;8
22.885623583;9
25.561950113;10
27.993469388;11
30.513174603;12
32.778321995;13
35.495442177;14
37.849092971;15
40.593945578;16
43.013197279;17
45.496213152;18
47.874376417;19
50.529002268;20
52.900136054;21
55.409342404;22
57.824693878;23
60.462448980;24
63.522879819;25
66.010453515;26
68.651247166;27
71.060839002;28
73.703560091;29
76.235192744;30
78.739229025;31
81.304195011;32
84.008934240;33
86.774285714;34
89.162018141;35
91.887755102;36
94.986825397;37
97.826071429;38
100.273741497;39
102.692585034;40
105.181791383;41
107.677210884;42
111.641995465;43
117.847324263;43.999
