start;measure
0.251201814;1
3.152040816;2
5.938979592;3
8.973197279;4
11.914580499;5
14.991111111;6
18.105668934;7
21.169614512;8
24.244671202;9
27.255147392;10
30.471405896;11
33.712176871;12
36.855283447;13
40.124036281;14
43.429637188;15
46.371791383;16
49.370498866;17
52.867596372;18
56.344058957;19
59.020680272;20
62.161950114;21
65.434240363;22
68.196666667;23
71.084376417;24
74.446054422;25
77.999682540;26
81.315056689;27
84.918140590;28
87.717641723;29
90.139183673;30
93.432326531;31
96.344353741;32
99.663650794;33
103.269455782;34
106.058843537;35
108.726893424;36
112.073174603;37
115.100022676;38
119.197029478;39
122.635918367;40
125.455759637;41
127.853310658;42
131.333582766;43
134.457256236;44
137.889569161;45
141.694467120;46
145.158775510;47
148.863174603;48
153.933469340;48.999
