start;measure
0.767346939;0.833
1.199206349;1
2.973333333;2
5.050136054;3
6.810521542;4
10.476235828;5
12.356485261;6
14.264353741;7
16.555102041;8
18.472517007;9
20.267346939;10
22.226213152;11
24.473469388;12
26.625442177;13
28.567460317;14
30.410136054;15
32.261315193;16
34.030680272;17
35.790680272;18
37.544875283;19
39.278503401;20
40.996575964;21
42.717052154;22
44.312335601;23
46.061836735;24
48.085759637;25
49.805487528;26
51.421383220;27
52.998526077;28
54.859024943;29
58.453356009;30
62.480748299;31
64.289931973;32
65.923832200;33
67.564829932;34
69.927641723;35
73.243832200;36
76.585736961;37
79.666462585;38
82.950181406;39
86.878820862;40
91.864648526;41
95.043945578;42
98.811587302;43
100.768163265;44
102.610158730;45
104.937936508;46
109.353038549;47
113.140793651;47.999
