start;measure
0.311315193;1
3.083424036;2
5.687868481;3
7.968911565;4
10.662925170;5
13.122108844;6
15.866575964;7
18.501111111;8
21.558412698;9
24.249569161;10
27.261156463;11
30.079795918;12
32.662040816;13
35.465600907;14
38.237573696;15
40.809115646;16
43.551473923;17
46.912086168;18
49.949138322;19
53.013696145;20
56.233741497;21
59.032290249;22
61.919614512;23
64.751944444;24
67.160702948;25
69.851564626;26
72.518888889;27
74.980793651;28
77.925487528;29
80.591383220;30
83.528594104;31
86.041337868;32
88.769092971;33
91.432653061;34
94.095192744;35
96.690045351;36
99.470816327;37
102.043650794;38
104.545714286;39
107.597641723;40
109.693378685;41
112.310045351;42
115.219047619;43
118.027981859;44
120.849977324;45
124.065873016;46
127.651088435;47
130.511882086;48
132.862018141;49
135.076984127;50
137.546757370;51
139.755147392;52
141.949931973;53
144.811904762;54
147.289999999;55
150.062857143;56
152.752267574;57
155.850521542;58
158.942539683;59
162.127074830;60
164.905510204;61
167.209433107;62
169.549365079;63
171.696553288;64
174.141972790;65
176.248888889;66
178.516848073;67
181.062494331;68
183.498526077;69
186.428185941;70
189.421315193;71
192.131088435;72
195.087392290;73
203.447142857;74
206.459160997;74.999
