start;measure
0.369092971;1
3.774489796;2
7.134489796;3
11.299002268;4
14.182834467;5
18.463741497;6
22.671451247;7
27.200204082;8
30.188027211;9
34.468117914;10
38.995827664;11
43.669455782;12
48.716077098;13
54.876938776;14
58.076916100;15
61.642426304;16
64.994467120;17
69.552244898;18
72.292199546;19
76.384489796;20
80.826485261;21
85.127233560;22
87.918571429;23
91.835034014;24
96.256031746;25
101.093854875;26
103.935714286;27
109.097210884;28
112.521496599;29
116.311428571;30
120.312562358;31
124.999659864;32
127.803446712;33
132.160929705;34
136.875056689;35
141.205963719;36
144.043900227;37
148.677823129;38
153.724308390;39
158.595102041;40
164.297573696;41
170.651451247;42
173.424603175;43
177.067981859;44
180.645578231;45
185.294580499;46
188.155011338;47
192.342108844;48
196.806031746;49
201.706598639;50
204.813469388;51
209.603492063;52
215.058163265;53
221.610045351;54
225.041179138;55
232.649274376;56
236.279138322;57
240.779682540;58
245.266893424;59
250.910657596;60
257.091337868;60.999
