start;measure
1.220634921;1
4.636938776;2
7.645124716;3
10.555952381;4
13.771587302;5
17.191473923;6
20.248321995;7
23.656780045;8
27.231791383;9
30.285578231;10
33.805895692;11
37.298571430;12
40.881156463;13
44.318321995;14
47.852789116;15
51.248594104;16
55.004331066;17
59.605260771;18
63.041133787;19
66.742154195;20
70.244036281;21
73.832562358;22
77.377437642;23
80.856485261;24
84.492403628;25
88.105612245;26
91.708299320;27
94.970294785;28
98.110589569;29
101.313985051;30
104.768027211;31
107.984943311;32
111.507551020;33
114.344376417;34
117.523673469;35
121.299047619;36
125.061428571;37
128.549092971;38
131.893900227;39
136.085124717;40
139.819795918;41
143.808571429;42
147.716984127;43
151.159614512;44
155.519773243;45
160.048299320;46
163.216258503;47
167.017664399;48
177.489070295;49
182.052789116;49.999
