start;measure
1.884376417;1
3.482063492;2
5.142063492;3
6.556825397;4
8.174761905;5
9.628367347;6
11.153628118;7
12.673265306;8
14.173560091;9
15.795941043;10
17.394172336;11
18.910884354;12
20.481768707;13
22.412675737;14
23.918390023;15
25.401904762;16
27.349160998;17
28.891315193;18
30.523900227;19
32.014784580;20
33.583151927;21
35.097936508;22
36.524671202;23
38.002290249;24
39.527709751;25
41.021133787;26
42.463832200;27
47.074875283;28
49.328866213;29
51.521496599;30
53.715170068;31
55.971088435;32
58.052176871;33
60.248299320;34
62.497709751;35
64.485464853;36
66.743877551;37
68.966734694;38
71.010861678;39
73.126984127;40
75.341020408;41
77.714988662;42
79.674671202;43
81.625646259;44
84.038185941;45
86.667845805;46
88.720385488;47
90.677324263;48
92.272131519;49
93.931065760;50
95.504739229;51
97.198979592;52
99.100362812;53
100.700521542;54
102.822040816;55
104.795102041;56
106.597619048;57
108.422448980;58
110.335510204;59
112.154126984;60
113.767052154;61
115.382630385;62
116.997414966;63
119.315170068;64
121.044557824;65
122.644308390;66
124.918049887;67
127.670362812;68
130.548390023;69
134.422448980;69.999
