start;measure
0.402811791;1
2.861859410;2
6.641791383;3
9.032335601;4
11.283673469;5
13.542857143;6
16.569387755;7
21.505396825;8
26.254965986;9
29.174648526;10
32.331927438;11
35.698730159;12
39.046734694;13
42.143990930;14
45.258798186;15
48.528752834;16
51.950408163;17
55.174489796;18
58.612301587;19
62.068503401;20
65.565399093;21
68.742018141;22
72.336780045;23
76.704693870;24
81.417052154;25
84.086145125;26
87.670907029;27
90.043990930;28
94.066734694;29
97.226916100;30
100.325351474;31
103.654013605;32
107.139297052;33
110.248571429;34
113.493650794;35
117.125079365;36
120.747369615;37
123.857845805;38
127.038072562;39
130.434943311;40
134.058208617;41
137.253718821;42
140.722471655;43
145.369319728;44
150.160612245;45
152.482675737;46
154.608072562;47
156.679314059;48
158.915623583;49
160.930204082;50
162.935215420;51
165.199410431;52
167.315668934;53
169.691337868;54
171.769206349;55
173.817959184;56
176.344671202;57
181.564739229;58
187.833854875;59
191.174603175;60
194.769659864;61
198.199750566;62
201.946235828;63
205.191496599;64
208.945011338;65
212.593990930;66
216.278163265;67
219.775668934;68
223.460113379;69
227.070476190;70
230.784965986;71
234.251859410;72
238.157346939;73
242.308503401;74
246.860884354;75
252.184739229;76
257.623764172;77
260.229455782;78
263.948639456;79
266.149342404;80
268.700000000;81
272.623990930;82
280.136961451;82.999
