start;measure
0.977346939;1
5.390702948;2
9.138344671;3
12.032811791;4
15.703061224;5
19.482743764;6
22.556961451;7
25.865374150;8
29.767641723;9
32.732857143;10
35.592403628;11
38.430000000;12
41.565170068;13
44.474671202;14
47.543628118;15
50.472063492;16
53.961224490;17
56.883764172;18
60.337256236;19
63.457709751;20
66.776371882;21
69.789274376;22
73.170317460;23
76.417346939;24
79.740385488;25
82.856394558;26
85.798208617;27
89.200158730;28
92.365963719;29
96.482108844;30
100.134512472;31
103.098185941;32
106.035691610;33
109.017210884;34
112.579727891;35
115.567437642;36
118.567120181;37
121.462517007;38
124.830385488;39
127.952176871;40
131.432789116;41
134.551315193;42
137.571179138;43
140.937687075;44
144.305555556;45
147.617687075;46
150.857369615;47
154.308049887;48
157.585351474;49
160.832857143;50
164.432698413;51
168.326712018;52
172.086371882;53
175.676054422;54
179.276961451;55
182.721088435;56
186.467437642;57
190.459909297;58
194.417278912;59
198.436145125;60
204.429977324;61
207.806893424;61.999
