start;measure
1.151201814;1
4.052040816;2
6.838979592;3
9.813197279;4
12.742517007;5
15.947188209;6
18.785668934;7
21.669614512;8
24.685850340;9
27.626961451;10
30.351405896;11
33.044535147;12
35.995283447;13
39.044036281;14
41.886507937;15
44.674920635;16
47.643083900;17
50.867596372;18
53.913446712;19
56.720680272;20
59.873900227;21
63.466371882;22
66.396666667;23
69.324376417;24
72.446054422;25
75.499682540;26
78.564104308;27
81.618140590;28
84.206054422;29
86.659183673;30
89.741632653;31
93.395102041;32
97.183650794;33
101.348775510;34
104.118843537;35
106.935260771;36
109.921383220;37
112.721269841;38
116.034104308;39
119.141587302;40
121.753832200;41
124.353310658;42
127.573582766;43
131.448163265;44
135.791428571;45
142.212335601;46
145.658775510;47
149.849977324;48
153.959909297;48.999
