start;measure
0.348299320;0.833
0.819206349;1
2.413333333;2
4.271564626;3
5.890521542;4
9.746592161;5
11.489229025;6
13.409795918;7
15.915102041;8
17.589183673;9
19.367346939;10
21.332698413;11
23.773469388;12
26.336485261;13
28.227460317;14
29.904361300;15
31.581315193;16
33.151926407;17
34.790680272;18
36.394589002;19
37.992834467;20
39.696575964;21
41.517052154;22
42.972335601;23
44.721836735;24
46.505759637;25
48.021927438;26
49.513854875;27
50.998526077;28
52.979024943;29
56.893356009;30
61.460748299;31
63.077505669;32
64.623832200;33
66.088390023;34
68.999931973;35
72.713514739;36
76.292199546;37
80.260702948;38
82.890181406;39
86.488051304;40
91.024648526;41
94.340068027;42
98.791587302;43
101.028163265;44
102.770158730;45
105.177936508;46
116.293038549;47
122.351587302;47.999
