start;measure
0.859138322;0.833
1.830975057;1
7.104829932;2
12.855804989;3
18.300680272;4
25.011632653;5
29.841768707;6
35.453786848;7
40.681360544;8
45.740385488;9
51.336394558;10
55.893287982;11
61.248843537;12
66.523129252;13
71.575147392;14
77.286077098;15
84.100294785;16
88.742063492;17
92.786938776;18
97.170385488;19
101.198117914;20
105.954716553;21
112.264081633;22
117.497437642;23
123.790317460;24
130.334489796;25
137.088730159;26
142.033174603;27
147.769183673;28
153.398571429;29
159.084557823;30
165.259523810;31
171.618684807;32
176.982494331;32.666
