start;measure
0.253877551;0.750
0.614285714;1
2.370204082;2
4.146780045;3
5.719410431;4
7.827709751;5
10.166870748;6
11.889886621;7
13.519206349;8
15.391632653;9
18.457732426;10
20.200589569;11
21.944081633;12
23.609387755;13
25.369342404;14
27.105079365;15
28.855646259;16
30.751269841;17
32.312879819;18
34.255306122;19
35.886916100;20
37.779319728;21
39.476780045;22
41.312063492;23
43.236326531;24
45.368095238;25
47.206598639;26
48.864988662;27
52.417006802;28
56.067664399;29
57.921405896;30
59.738390023;31
61.598185941;32
63.249342404;33
65.062335601;34
66.807845805;35
68.590385488;36
70.356009070;37
73.696099773;38
76.958866213;39
78.742675737;40
80.625714286;41
82.460090703;42
84.236077098;43
86.148798186;44
87.854557823;45
89.419637188;46
91.100385488;47
92.955306122;48
94.666394558;49
96.271972788;50
98.785034014;51
103.104444444;51.666
