start;measure
0.834784580;1
2.080362812;2
3.414149660;3
4.647823129;4
5.968911565;5
7.256077098;6
8.562607710;7
10.105192744;8
11.408775510;9
12.787845805;10
14.102018141;11
15.419092971;12
16.748458050;13
18.284421769;14
19.603990930;15
20.985238095;16
22.226190476;17
23.845578231;18
25.167029478;19
26.580249433;20
27.917619048;21
29.332630385;22
30.666961451;23
32.128571429;24
33.538072562;25
34.932630385;26
36.256825397;27
37.542993197;28
39.020770975;29
40.580725624;30
42.100340136;31
43.440158730;32
44.854671202;33
46.254240363;34
47.789013606;35
48.956643991;36
50.511111111;37
51.716961451;38
53.259387755;39
54.783333333;40
56.459138322;41
57.851065760;42
59.237482993;43
60.649365079;44
62.069818594;45
63.435215420;46
64.971995465;47
66.743968254;48
68.258163265;49
69.691043084;50
71.206122449;51
72.672970522;52
74.155102041;53
75.757913832;54
77.298934240;55
78.712131519;56
80.284489796;57
81.723310658;58
83.385963719;59
84.930816327;60
86.480498866;61
88.325464853;62
89.734784580;63
91.429319728;64
92.982131519;65
94.200952381;66
95.637414966;67
96.948087680;68
98.348299320;69
99.763968254;70
101.273922902;71
102.665714286;72
104.027097506;73
105.475918367;74
106.842902494;75
108.347369615;76
109.744943311;77
111.113945578;78
112.571927438;79
113.903333333;80
115.325827664;81
116.760498866;82
118.202176871;83
119.672086168;84
120.991791383;85
122.465600907;86
124.097800454;87
125.484693878;88
126.911519274;89
128.373832200;90
129.822539683;91
131.424807256;92
132.941632653;93
134.415374150;94
135.804308390;95
137.185396825;96
138.778117914;97
140.280045351;98
141.732244898;99
143.305555556;100
144.912244898;101
146.499501134;102
149.964058957;103
151.524489796;104
152.804308390;105
154.145963719;106
155.439954649;107
157.018367347;108
159.182471655;109
164.414285714;109.999
