start;measure
0.231088435;1
1.411360544;2
2.533151927;3
3.638344671;4
4.765759637;5
5.932902494;6
7.002879819;7
8.180362812;8
9.282312925;9
10.476689342;10
11.677823129;11
12.885102041;12
14.061972789;13
15.244240363;14
16.372290249;15
17.603650794;16
18.703106576;17
19.875555556;18
21.111836735;19
22.234807256;20
23.314739229;21
24.650884354;22
25.786530612;23
27.039319728;24
28.326802721;25
29.693900227;26
31.245260771;27
32.714943311;28
34.059433107;29
35.365170068;30
36.602789115;31
38.324852608;32
39.824784580;33
41.312358277;34
42.760000000;35
44.113492063;36
45.493560091;37
46.921383220;38
48.179274376;39
49.551519274;40
50.736054422;41
52.114081633;42
53.443197279;43
54.734195011;44
56.041700680;45
57.427165533;46
58.601337868;47
59.709410431;48
60.804149660;49
61.961678005;50
63.073061224;51
64.199047619;52
65.323287982;53
66.495283447;54
67.674467120;55
68.888412698;56
70.128185941;57
71.398752834;58
72.560045351;59
73.731428571;60
74.905600907;61
76.098526077;62
77.432585034;63
78.628639456;64
79.798231293;65
81.361746032;66
82.569297052;67
83.803832200;68
85.050226757;69
86.315555556;70
87.716643991;71
89.535419501;72
91.075306124;73
92.430521542;74
93.708185941;75
95.196462585;76
96.613854875;77
98.093945578;78
99.594761904;79
101.027573696;80
102.436190476;81
103.869931973;82
105.257369615;83
106.525419501;84
107.822653062;85
109.161088435;86
110.407528345;87
111.719569161;88
113.008140590;89
114.224058957;90
115.625646259;91
116.882879819;92
118.286757370;93
120.012403628;94
120.834920635;94.333
