start;measure
1.111315193;1
4.898253968;2
7.547868481;3
10.265782313;4
13.157278912;5
15.945691610;6
18.915419501;7
21.601111111;8
24.698412698;9
27.633718821;10
30.781156463;11
33.600884354;12
37.122040816;13
40.065600907;14
42.897573696;15
45.667301587;16
48.471473923;17
51.652086168;18
54.649138322;19
57.513696145;20
60.553741497;21
63.912290249;22
67.052607710;23
69.857777778;24
72.771405896;25
75.511564626;26
78.364535147;27
81.080793651;28
84.165487528;29
86.991383220;30
90.102471655;31
92.888911564;32
95.709092971;33
98.569024943;34
101.513219955;35
104.370226755;36
107.190816327;37
110.101836735;38
112.572222222;39
116.939818594;40
119.913378685;41
123.004240363;42
125.679047619;43
128.547936508;44
131.489977324;45
134.925873016;46
138.338843537;47
141.473764172;48
144.222018141;49
146.636984127;50
149.246757370;51
151.768276644;52
154.412879819;53
157.113083900;54
160.023333333;55
162.502857143;56
165.152267574;57
168.150521542;58
171.442539683;59
174.867074830;60
178.071950113;61
180.909433107;62
183.318730159;63
185.956553288;64
188.355487528;65
190.748888889;66
193.333424036;67
195.782494331;68
198.398526077;69
201.348185941;70
204.013537415;71
206.646802721;72
209.371927438;73
219.047142857;74
222.059160997;74.999
