start;measure
0.525351474;1
3.845079365;2
7.149251701;3
9.921768707;4
13.189251701;5
16.582721088;6
19.376417234;7
22.651746032;8
26.169659864;9
29.274013605;10
32.543401361;11
35.255056689;12
38.465170068;13
41.584761905;14
44.803628118;15
47.530476190;16
51.161224490;17
54.290476190;18
57.717278912;19
60.538594104;20
63.836462585;21
67.009251701;22
70.370294785;23
73.198820862;24
76.560408163;25
80.016417234;26
83.598231293;27
86.700136054;28
89.742131519;29
93.044852608;30
96.648571429;31
100.158185941;32
103.655691610;33
106.449977324;34
109.779727891;35
112.732199546;36
116.139092971;37
118.975374150;38
122.330385488;39
125.752199546;40
129.352789116;41
132.113922902;42
135.371156463;43
138.992607710;44
142.465578231;45
145.297687075;46
148.657369615;47
152.770884354;48
156.645351474;49
159.794603175;50
162.892698413;51
166.186712018;52
169.766349206;53
172.929433107;54
176.476961451;55
179.412199546;56
183.167346939;57
187.232653061;58
190.318367347;59
193.306122449;60
198.205532880;61
205.697959184;61.999
