start;measure
2.385691610;0.833
2.990068027;1
5.293106576;2
8.087392290;3
10.468979592;4
14.108072562;5
16.643900227;6
19.068390023;7
21.585986395;8
24.225804989;9
26.722630385;10
29.335034014;11
31.699206349;12
34.350544218;13
36.832947846;14
40.264157218;15
41.310839002;16
42.589251701;17
43.773968254;18
45.005691610;19
46.190498866;20
47.577414966;21
49.443424036;22
51.041950113;23
52.471587302;24
53.885714286;25
55.437029478;26
59.395215420;27
62.579297052;28
66.261564625;29
69.768185941;30
73.296802721;31
76.567596372;32
80.174512472;33
83.328027211;34
87.038367347;35
90.480612245;36
94.127755102;37
97.884897959;38
101.355102041;39
105.280680272;40
108.975102041;41
113.610204082;42
117.049795918;43
122.255873016;44
124.539795920;45
127.114489796;46
129.778956916;47
132.161383220;48
135.949410432;49
138.638208617;50
141.250294785;51
143.811587302;52
146.426893424;53
149.096122448;54
151.612879819;55
154.111882086;56
156.750634921;57
159.430521542;58
162.876870748;59
164.123945578;60
165.438526077;61
166.294580499;62
167.970680272;63
169.193265306;64
170.606462585;65
172.297596372;66
174.037074830;67
175.520589569;68
176.888117914;69
178.500589569;70
182.662834467;71
185.997165533;72
189.623265306;73
193.045498866;74
196.566938776;75
200.422154195;76
203.719727891;77
207.252154195;78
210.613356009;79
214.356802721;80
218.013219955;81
221.600000000;82
225.284081633;83
229.461133787;84
234.087755102;85
238.385986395;86
242.935260771;87
248.551519274;88
258.772789116;88.999
