start;measure
0.981587302;0.833
1.010068027;1
3.265147392;2
5.397369615;3
7.588979592;4
10.182630385;5
12.503900227;6
14.888390023;7
17.344036281;8
19.865804989;9
22.202630385;10
24.398979592;11
26.599206349;12
29.166870748;13
31.672947846;14
34.460294785;15
35.983854875;16
37.628911565;17
38.997188209;18
40.645691610;19
42.110498866;20
43.677414966;21
45.291342404;22
47.001950113;23
48.538526077;24
50.085714286;25
51.937029478;26
56.435215420;27
59.899297052;28
63.733854875;29
67.268185941;30
71.096802721;31
74.907596372;32
78.694512472;33
82.088027211;34
86.122698413;35
89.780612245;36
93.841020408;37
97.764489795;38
101.515102041;39
105.400680272;40
109.375102041;41
114.310204082;42
118.078526077;43
123.261746032;44
126.367959184;45
128.474489796;46
130.598956916;47
132.741383220;48
135.392426304;49
137.516031746;50
139.890294785;51
142.200793651;52
144.546893424;53
146.717981859;54
149.032879819;55
151.251882086;56
153.810634921;57
156.339489796;58
159.348412698;59
160.681700680;60
162.858526077;61
163.894580499;62
165.505578231;63
167.353265306;64
168.810090703;65
170.477596372;66
172.437074830;67
174.240589569;68
176.068117914;69
178.100589569;70
183.422834467;71
187.017165533;72
190.703265306;73
194.520997732;74
198.441927438;75
202.761224490;76
206.879727891;77
210.752154195;78
214.773356009;79
218.856802721;80
223.213219955;81
227.000000000;82
230.864081633;83
234.881133787;84
239.307755102;85
244.825986395;86
250.275260771;87
256.351519274;88
268.212789116;88.999
