start;measure
0.259138322;0.833
1.230975057;1
6.257573696;2
11.371428571;3
17.160680272;4
23.338072562;5
28.632290249;6
34.303333333;7
39.535759637;8
45.280385488;9
50.780612245;10
55.891581633;11
61.448843537;12
66.603129252;13
72.615147392;14
78.654126984;15
85.440294785;16
90.063287982;17
94.286938776;18
98.851927440;19
103.202743764;20
107.594716553;21
113.264081633;22
118.417437642;23
124.811269841;24
129.874489796;25
136.088730159;26
141.233174603;27
147.369183673;28
153.044739229;29
159.842403628;30
166.108208617;31
172.218684807;32
177.682494331;32.666
