start;measure
0.746235828;1
9.263741497;2
17.840952381;3
25.094308390;4
33.885102041;5
42.235260771;6
49.740249433;7
57.927324263;8
66.033764172;9
74.933242630;10
82.317142857;11
90.864603175;12
98.689455782;13
106.735351474;14
114.733469388;15
123.814943311;16
131.475782313;17
140.092607710;18
147.704353742;19
155.877505669;20
164.302834467;21
172.160476190;22
180.449659864;23
188.146643991;24
195.479977324;25
203.121337868;26
210.727641723;27
218.322199546;28
227.037845805;29
234.200408163;30
244.629886621;31
252.306757370;31.999
