start;measure
0.389092971;1
4.894489796;2
9.894489796;3
14.484852608;4
18.133922902;5
22.703741497;6
26.971451247;7
31.160204082;8
34.688027211;9
38.888117914;10
43.323537415;11
47.209455782;12
52.051814059;13
56.332358277;14
61.416916100;15
65.742426304;16
70.314467120;17
74.660000000;18
78.396598639;19
82.401609977;20
86.966485261;21
90.874217687;22
94.658571429;23
98.620793650;24
103.416031746;25
108.493854875;26
112.509342404;27
116.997210884;28
123.750226757;29
128.271428571;30
133.212562358;31
138.099659864;32
142.375124717;33
146.660929705;34
150.718639456;35
155.205963719;36
158.519229025;37
161.994693878;38
165.904308390;39
169.645600907;40
174.404126984;41
178.764829932;42
184.057596372;43
188.847981859;44
193.986485261;45
198.447369615;46
201.935011338;47
206.342108844;48
210.986031746;49
215.155396825;50
218.941904762;51
222.803492063;52
227.905487528;53
232.710045351;54
236.487437642;55
241.023968254;56
245.000385488;57
250.793083900;58
255.654671202;59
260.953446712;60
269.308367162;60.999
