start;measure
1.313877551;1
4.323718821;2
7.542766440;3
10.217777778;4
13.411836735;5
16.720997732;6
20.161632653;7
23.121201814;8
26.453424036;9
29.201201814;10
32.539160998;11
35.075011338;12
37.767165533;13
41.130249433;14
43.921496599;15
47.413424036;16
49.981678005;17
53.014852608;18
55.658117914;19
58.741587302;20
62.010839002;21
65.483764172;22
68.743786848;23
71.293401361;24
73.858775510;25
77.330430839;26
80.511541950;27
84.043628118;28
86.974829932;29
89.762222222;30
92.851972789;31
96.741655329;32
100.399387755;33
104.402857143;34
108.810929705;35
113.370204082;36
117.137891156;37
121.781473923;38
126.002743764;39
134.038412698;40
137.565011338;41
140.796326531;42
144.288911565;43
150.047777778;43.999
