start;measure
0.369092971;1
4.274489796;2
8.194489796;3
12.344852608;4
15.733922902;5
19.786099773;6
23.591451247;7
27.193628118;8
30.688027211;9
34.088117914;10
38.123537415;11
41.736485261;12
45.911814059;13
49.972358277;14
53.856916100;15
57.842426304;16
61.614467120;17
65.760000000;18
68.736598639;19
72.544489796;20
76.526485261;21
80.214217687;22
83.318571429;23
86.935034014;24
90.914693878;25
95.013854875;26
97.989342404;27
102.041700680;28
106.550226757;29
110.371428571;30
114.369077097;31
119.039659864;32
122.635124717;33
126.020929705;34
130.035056689;35
133.633197279;36
136.759229025;37
140.294693878;38
144.404308390;39
148.385600907;40
152.997573696;41
156.944829932;42
160.517596372;43
164.367981859;44
168.345578231;45
173.074580499;46
175.931678005;47
179.842108844;48
184.086031746;49
188.155396825;50
191.541904762;51
195.163492063;52
199.625487528;53
204.010045351;54
207.227437642;55
211.263968254;56
214.899138322;57
219.173083900;58
223.394671202;59
228.753446712;60
235.119909243;60.999
