start;measure
0.333877551;1
4.064081633;2
7.907460317;3
11.017777778;4
14.511836735;5
17.867687075;6
21.681632653;7
24.916848073;8
28.299863946;9
31.577437642;10
36.219160998;11
38.935011338;12
41.920521542;13
45.930249433;14
49.008934240;15
52.733424036;16
55.714285714;17
59.034852608;18
62.772517007;19
66.541587302;20
70.654126984;21
74.683764172;22
77.864399093;23
81.469160998;24
84.578775510;25
88.172154195;26
91.434308390;27
95.123628118;28
98.134829932;29
101.785419501;30
104.751972789;31
108.541655329;32
112.779387755;33
116.489546485;34
120.726122449;35
125.430204082;36
129.137891156;37
132.581473923;38
137.093696145;39
144.103679138;40
148.066099773;41
151.816326531;42
155.228344671;43
160.687777778;43.999
