start;measure
1.544376417;1
3.547823129;2
5.176961451;3
6.676825397;4
8.294761905;5
9.788367347;6
11.327233560;7
12.773265306;8
14.353560091;9
15.924897959;10
17.599886621;11
19.210884354;12
20.761768707;13
22.352675737;14
24.046575964;15
25.577755102;16
27.229160998;17
28.811315193;18
30.462585034;19
32.043922902;20
33.603151927;21
35.310589569;22
36.884671202;23
38.522290249;24
40.199365079;25
41.801133787;26
43.363832200;27
48.321587302;28
50.480589569;29
52.621496599;30
55.015170068;31
57.059478458;32
59.052176871;33
61.068299320;34
63.197709751;35
65.301678005;36
67.423877551;37
69.466734694;38
71.510861678;39
73.446984127;40
75.941020408;41
78.074988662;42
80.114671202;43
82.252879819;44
84.490725624;45
86.761383220;46
89.000385488;47
91.178594104;48
93.380408163;49
95.131065760;50
96.832290249;51
98.558775510;52
100.120362812;53
101.720521542;54
103.505668934;55
105.104104308;56
106.881904762;57
108.655419501;58
110.675510204;59
112.954126984;60
114.327052154;61
116.922630385;62
119.237414966;63
121.736734694;64
123.804557824;65
126.084308390;66
129.378049887;67
133.470362812;68
135.648390023;69
142.442448980;69.999
