start;measure
0.348616780;1
6.983741497;2
14.488707483;3
21.074308390;4
28.401088435;5
36.635260771;6
43.940249433;7
50.670793651;8
57.604512472;9
65.039705215;10
70.987755102;11
78.164603175;12
85.029727891;13
91.475351474;14
98.713469388;15
106.874943311;16
113.115782313;17
120.232607710;18
126.328117914;19
132.717551020;20
140.502834467;21
147.541224490;22
155.234308390;23
162.286643991;24
168.556439909;25
175.151020408;26
181.780884354;27
189.318208617;28
196.375260771;29
202.500408163;30
210.416326531;31
216.716825397;31.999
