start;measure
0.460521542;1
2.070476190;2
3.554149660;3
5.074648526;4
6.529455782;5
7.976077098;6
9.508390023;7
11.051836735;8
12.628775510;9
14.191383220;10
15.698526077;11
17.288911565;12
18.808458050;13
20.373877551;14
21.903990930;15
23.425238095;16
23.906190476;17
24.755646259;18
26.271678005;19
27.800249433;20
29.333537415;21
30.912630385;22
32.474671202;23
33.888571429;24
35.451292517;25
36.878163265;26
38.384421769;27
39.802993197;28
41.339365079;29
42.820725624;30
44.357959184;31
45.900158730;32
47.421315193;33
48.894240363;34
50.363628118;35
51.856643991;36
53.363605442;37
54.818979592;38
56.319387755;39
57.783333333;40
59.316417234;41
60.821201814;42
62.311768707;43
63.769365079;44
65.289637188;45
66.815215420;46
68.605714286;47
70.500634921;48
72.395170068;49
74.047006803;50
75.806122449;51
77.429773243;52
79.137301587;53
80.930816327;54
82.589365079;55
84.245464853;56
85.821133787;57
87.518412698;58
89.241609977;59
90.930816327;60
92.616666667;61
94.241609977;62
95.834784580;63
97.427006803;64
99.100657596;65
100.646190476;66
102.277414966;67
103.824263039;68
105.393786848;69
106.963968254;70
108.608163265;71
110.182721088;72
111.756371882;73
113.375442177;74
115.017732426;75
116.629229025;76
118.204943311;77
119.833945578;78
121.396712018;79
123.003333333;80
124.505827664;81
126.100498866;82
127.602176871;83
129.144671202;84
130.691791383;85
132.165600907;86
133.723083900;87
135.264693878;88
136.831519274;89
138.353832200;90
139.802539683;91
141.324807256;92
142.841632653;93
144.355374150;94
145.844308390;95
147.323083900;96
148.878117914;97
150.400045351;98
151.972244898;99
153.565555556;100
155.112244898;101
156.759501134;102
159.360839002;103
161.077392290;104
162.597097506;105
164.223242630;106
165.800907029;107
167.369433107;108
170.498662132;109
174.962358277;109.999
