start;measure
1.330249433;1
4.122358277;2
6.860770975;3
9.885170068;4
12.734580499;5
15.711111111;6
18.549546485;7
21.317800454;8
24.144671202;9
26.935147392;10
29.749591837;11
32.452176871;12
35.209047619;13
37.962857143;14
40.789637188;15
43.471791383;16
46.130498866;17
48.989002268;18
52.244058957;19
54.924988662;20
57.676258503;21
60.494240363;22
63.251428571;23
66.003696145;24
69.187981859;25
71.932244898;26
75.215056689;27
78.319410431;28
81.037641723;29
83.760430839;30
87.287097506;31
90.344353741;32
93.684444444;33
97.369455782;34
100.281700680;35
103.026893424;36
106.373174603;37
109.320022676;38
112.797029478;39
116.015918367;40
118.755759637;41
121.315532880;42
124.767845805;43
127.937256236;44
131.389569161;45
135.694467120;46
138.750317460;47
142.863174603;48
147.057551020;48.999
