start;measure
0.281904762;1
2.951179138;2
5.515578231;3
8.270929705;4
10.991383220;5
13.906031746;6
17.922358277;7
20.672789116;8
23.428140590;9
26.203673469;10
28.716689342;11
31.449909297;12
33.959070295;13
36.409319728;14
39.280476190;15
41.703219955;16
44.082199546;17
46.732721088;18
49.148888889;19
52.122811791;20
55.037165533;21
57.976485261;22
60.813446712;23
63.552131519;24
66.428253968;25
69.085714286;26
71.815396825;27
74.659773243;28
77.493877551;29
80.201882086;30
83.036281179;31
85.616326531;32
88.139841270;33
91.063877551;34
93.867777778;35
96.777210884;36
100.522448980;37
103.306122449;38
105.918367347;39
108.549410431;40
111.093877551;41
113.721814059;42
116.138480726;43
118.668140590;44
121.461224490;45
123.909342404;46
126.816326531;47
129.485714286;48
132.053922902;49
134.873469388;50
137.918253968;51
140.751020408;52
143.618299320;53
146.398027211;54
149.281632653;55
152.244897959;56
155.265306122;57
158.359183673;58
161.363877551;59
164.187755102;60
167.316984127;61
169.996507937;62
172.939092971;63
175.910204082;64
178.954535147;65
182.214761905;66
186.310204082;67
191.012244898;67.999
