start;measure
0.325079365;0.917
0.705147392;1
4.209501134;2
8.052335601;3
12.442426304;4
16.119024943;5
19.322675737;6
23.134716553;7
27.166984127;8
30.653151927;9
34.608616780;10
38.461428571;11
41.616190476;12
45.680090703;13
50.417959184;14
54.131496599;15
58.563741497;16
62.206281179;17
65.353174603;18
68.316530612;19
71.723038549;20
74.848639456;21
78.116938776;22
82.299818594;23
84.971859410;24
89.110566893;25
93.578140590;26
97.388730159;27
102.100430839;28
105.014126984;29
108.762267574;30
112.546802721;31
116.331972789;32
121.294058957;33
125.110385488;34
130.000952381;35
133.769886621;36
137.442562358;37
141.556281179;38
147.464444444;39
152.272108844;40
157.349047619;41
162.400453515;42
166.374784580;43
172.706122449;44
177.261133787;44.666
