start;measure
1.465238090;1
2.871360544;2
4.113151927;3
5.218344671;4
6.365759637;5
7.485011338;6
8.602879819;7
9.840362812;8
11.258820862;9
12.574875283;10
13.873469388;11
15.105147392;12
16.361972789;13
17.644240363;14
18.964489796;15
20.322199546;16
21.489319728;17
22.898163265;18
24.491836735;19
25.674807256;20
26.842811791;21
28.070884354;22
29.346530612;23
30.799319728;24
32.126802721;25
34.051995465;26
35.610362812;27
37.314943311;28
38.959433107;29
40.125170068;30
41.540929705;31
43.308299320;32
44.868820862;33
46.592358277;34
48.675283447;35
50.053492063;36
51.653560091;37
53.223582766;38
54.779274376;39
56.593038548;40
58.029614512;41
59.834081633;42
61.183197279;43
62.934195011;44
64.441700680;45
65.978662132;46
67.167301587;47
68.378367347;48
69.525328798;49
70.681678005;50
71.793061224;51
72.999047619;52
74.163287982;53
75.631428571;54
76.934467120;55
78.268412698;56
79.484557823;57
80.655782313;58
82.362040816;59
83.563537415;60
84.945600907;61
86.067482993;62
87.492585034;63
88.708639456;64
89.898231293;65
91.481746032;66
92.769297052;67
94.263832200;68
95.530226757;69
97.038185941;70
98.293015873;71
100.522471655;72
102.316326531;73
103.690521542;74
105.228185941;75
106.996462585;76
108.432925170;77
110.073945578;78
112.196349206;79
113.247573696;80
115.036190476;81
117.140022676;82
118.237369615;83
119.745419501;84
121.346326531;85
122.829206349;86
124.646281179;87
126.159569161;88
127.968140590;89
129.304058957;90
130.725646259;91
132.082879819;92
133.871632653;93
135.491995465;94
136.834920635;94.333
