start;measure
2.220634921;1
6.736938776;2
10.380249433;3
13.941904762;4
17.216349208;5
21.011473923;6
24.338775510;7
27.876780045;8
31.571791383;9
34.961156462;10
38.625895692;11
42.039523810;12
45.623922902;13
49.202108844;14
52.755578231;15
56.728594104;16
60.460702948;17
65.041995465;18
68.894807256;19
72.080816327;20
75.724036281;21
79.572562358;22
83.099274376;23
87.087482993;24
90.972403628;25
95.081224490;26
98.928299320;27
102.693446712;28
106.510589569;29
110.197596372;30
113.728027211;31
116.964943311;32
121.167551020;33
124.044376417;34
127.443673469;35
131.215895692;36
134.621428571;37
138.029818594;38
141.442780045;39
145.245124717;40
148.961632653;41
152.688571429;42
156.364943311;43
159.939614512;44
163.919773243;45
168.246213152;46
171.656258503;47
175.197664399;48
179.371111111;49
186.952789116;49.999
