start;measure
0.219138322;0.833
0.957392290;1
5.797573696;2
10.451428571;3
15.907732426;4
20.811632653;5
25.712290249;6
31.253786848;7
36.341360544;8
41.740385488;9
46.820612245;10
50.736326531;11
55.848843537;12
61.293038549;13
66.575147392;14
72.474126984;15
77.800294785;16
82.763287982;17
87.086938776;18
91.920997732;19
96.138117914;20
100.863492063;21
106.364081633;22
111.891859410;23
118.790317460;24
125.042698413;25
130.088730159;26
135.531133787;27
142.309183673;28
148.898571429;29
157.344557823;30
163.068208617;31
169.058684807;32
173.982494331;32.666
