start;measure
0.829092971;1
5.354489796;2
9.734489796;3
14.424852608;4
17.933922902;5
22.426190479;6
27.071451247;7
31.513628118;8
35.468027211;9
39.808117914;10
44.703537415;11
49.569455782;12
54.031814059;13
59.332358277;14
63.096916100;15
67.542426304;16
72.154467120;17
77.400000000;18
81.036598639;19
85.104489796;20
90.006485261;21
94.827233560;22
99.158571429;23
103.380158730;24
108.276031746;25
113.913854875;26
117.335714286;27
122.477210884;28
127.550226757;29
131.771428571;30
136.440770975;31
141.448639456;32
145.835124717;33
150.360929705;34
155.475056689;35
159.873197279;36
163.659229025;37
168.374693878;38
173.264308390;39
178.095102041;40
182.817573696;41
188.344829932;42
192.497596372;43
196.567981859;44
201.145578231;45
206.354580499;46
210.011678005;47
214.242108844;48
219.386031746;49
224.326598639;50
228.173469388;51
232.603492063;52
238.205487528;53
244.090045351;54
247.967437642;55
252.923968254;56
257.879138322;57
263.233083900;58
268.554671202;59
273.853446712;60
279.973310562;60.999
