start;measure
1.161224490;0.833
2.470975057;1
6.157573696;2
10.391428571;3
15.087732426;4
19.206024187;5
23.292290249;6
27.763333333;7
32.215759637;8
36.360385488;9
40.680036014;10
44.557721088;11
49.089710884;12
54.253038549;13
59.169274376;14
63.694126984;15
68.320294785;16
72.282063492;17
76.166938776;18
80.230385488;19
84.158117914;20
88.234716553;21
93.164081633;22
97.799145881;23
103.691269841;24
109.434489796;25
114.468730159;26
119.051133787;27
125.150249433;28
131.164739229;29
138.142403628;30
143.948208617;31
149.218684807;32
154.482494331;32.666
