start;measure
0.559070295;0.833
0.599138322;1
2.595759637;2
4.330521542;3
6.171791383;4
8.010521540;5
9.857732426;6
11.752312925;7
13.538117914;8
15.408820862;9
17.439977324;10
19.140249433;11
20.983174603;12
22.855510204;13
24.781224489;14
26.625714284;15
28.438344671;16
30.283356009;17
32.234489796;18
34.014240363;19
36.161995465;20
38.157414966;21
40.328730159;22
42.063492063;23
43.961360544;24
45.884603175;25
47.791859410;26
49.622290248;27
51.861451247;28
53.568594104;29
55.639931973;30
58.027346939;31
60.021950113;32
62.264761905;33
64.182063492;34
66.230839002;35
68.073764172;36
70.139591837;37
72.499591837;38
74.472607710;39
76.866734694;40
78.966439909;41
81.197959184;42
84.037097506;43
88.853537500;43.999
