start;measure
1.434240363;1
5.558934240;2
9.602743764;3
13.824852608;4
17.233922902;5
21.026099773;6
25.030566893;7
28.813628118;8
32.346167800;9
36.006598639;10
40.023537415;11
43.977936508;12
48.231814059;13
52.072358277;14
55.595464853;15
59.620816327;16
63.878435374;17
68.060000000;18
71.036598639;19
74.801609977;20
78.977301587;21
82.714217687;22
86.323809524;23
90.080158730;24
94.394693878;25
98.559569161;26
102.009342404;27
106.041700680;28
110.550226757;29
114.746190476;30
118.740770975;31
123.176712018;32
126.435124717;33
130.318526077;34
134.118639456;35
137.833197279;36
141.319229025;37
144.994693878;38
148.834580499;39
152.785600907;40
157.304126984;41
161.364829932;42
165.197596372;43
168.902448980;44
172.666485261;45
176.547369615;46
179.811678005;47
183.672494331;48
188.281043084;49
192.155396825;50
196.141904762;51
200.125306122;52
204.805487528;53
209.407732426;54
212.927437642;55
217.323968254;56
221.300385488;57
225.673083900;58
229.934671202;59
235.253446712;60
240.434875283;60.999
