start;measure
2.565351474;1
6.765079365;2
9.249229025;3
11.781746032;4
15.043061224;5
18.416371882;6
21.036439909;7
24.331768707;8
27.743219955;9
30.792857143;10
33.783401361;11
36.415034014;12
39.765170068;13
42.804761905;14
45.894784580;15
48.510453515;16
52.061224490;17
55.143764172;18
58.436666667;19
61.118594104;20
64.476371882;21
67.543832200;22
71.370317460;23
74.133673469;24
77.440385488;25
80.871383220;26
84.812018141;27
87.860158730;28
91.262154195;29
94.704829932;30
98.354512472;31
101.438185941;32
104.635691610;33
107.309977324;34
110.806870748;35
113.850317460;36
117.159092971;37
119.935396825;38
123.290385488;39
126.612176871;40
130.265646259;41
132.973945578;42
136.393061224;43
139.825374150;44
143.370680272;45
146.237687075;46
149.685532880;47
153.408049887;48
157.012539683;49
160.332857143;50
163.652698413;51
167.279546485;52
171.086371882;53
174.856054422;54
178.996961451;55
182.292176871;56
186.347437642;57
190.459909297;58
194.317278912;59
197.916145125;60
205.029977324;61
209.556802720;61.999
