start;measure
0.816326531;0.750
1.114285714;1
2.570317460;2
3.946780045;3
5.419410431;4
7.227709751;5
9.226870748;6
10.771451247;7
12.305124717;8
14.031632653;9
16.537732426;10
18.140589569;11
19.731156463;12
21.321723356;13
22.924467120;14
24.586099773;15
26.330544218;16
28.051269841;17
29.726122449;18
31.455306122;19
33.146916100;20
34.839954649;21
36.476780045;22
38.236757370;23
40.116326531;24
42.161065760;25
43.766598639;26
45.324988662;27
48.508480726;28
51.534897959;29
53.156009070;30
54.878390023;31
56.713129252;32
58.329342404;33
60.116984127;34
61.685578231;35
63.419501134;36
65.107981859;37
69.666825397;38
72.976122449;39
74.635714286;40
76.367346939;41
78.230975057;42
80.056077098;43
81.895600907;44
83.711678005;45
85.217981859;46
86.800385488;47
88.315306122;48
89.826394558;49
91.309773243;50
93.191927438;51
95.004444444;51.666
