start;measure
0.453877551;1
3.723718821;2
6.942766440;3
9.554965986;4
12.811836735;5
15.947687075;6
19.181632653;7
21.916848073;8
24.899863946;9
27.637437642;10
32.219160998;11
35.136439909;12
38.127165533;13
41.180589569;14
43.908934240;15
47.078458050;16
49.581678005;17
52.634852608;18
55.472517007;19
58.195487528;20
61.234126984;21
64.683764172;22
68.143786848;23
71.169160998;24
74.398775510;25
77.868117914;26
81.004217687;27
84.177777778;28
87.494829932;29
90.862222222;30
94.051972789;31
97.941655329;32
101.499387755;33
104.722857143;34
108.290929705;35
111.710476190;36
115.087823129;37
118.329251701;38
122.222743764;39
130.604716553;40
134.626099773;41
138.688979592;42
141.528344671;43
146.547777778;43.999
