start;measure
2.008956916;1
5.009319728;2
7.886349206;3
10.694104308;4
13.521292517;5
16.243560091;6
19.083582766;7
21.767845805;8
24.460997732;9
27.234467120;10
29.939569161;11
32.713174603;12
35.258321995;13
38.166031746;14
40.929092971;15
43.773945578;16
46.435532880;17
49.058072562;18
51.699160998;19
54.509002268;20
56.980136054;21
59.578185941;22
62.304693878;23
64.983650794;24
67.922879819;25
70.679365079;26
73.392607710;27
76.060839002;28
78.763560091;29
81.397346939;30
84.033492063;31
86.743696145;32
89.649070295;33
92.474285714;34
95.062018141;35
97.787755102;36
100.777800454;37
103.634285714;38
106.573741497;39
109.440657596;40
112.327437642;41
115.179750567;42
119.641995465;43
125.347324263;43.999
